¹Û²âÈÕÆÚ,TP13,TP18,TP29
2020/1/30,3917.579454,6056.74906,88.86765441
2020/1/31,3918.647064,6056.278902,86.91956051
2020/2/1,3920.462148,6061.936243,89.11301813
2020/2/2,3920.499149,6061.435376,90.76833148
2020/2/3,3920.247567,6060.342645,91.96189428
2020/2/4,3922.01656,6060.880057,92.12225573
2020/2/5,3920.203737,6060.283751,93.7845403
2020/2/6,3924.286874,6063.266475,94.16846606
2020/2/7,3923.577323,6064.251463,93.66632266
2020/2/8,3924.914334,6064.268449,91.59590602
2020/2/9,3929.286401,6067.008372,94.01813655
2020/2/10,3933.071178,6071.013921,96.73355157
2020/2/11,3933.188738,6069.120967,93.30010718
2020/2/12,3933.956813,6069.088516,92.70151023
2020/2/13,3933.817974,6069.124067,91.87415306
2020/2/14,3934.640311,6070.805371,96.4078835
2020/2/15,3936.110823,6072.27468,98.47375285
2020/2/16,3935.243856,6070.629247,95.56678293
2020/2/17,3935.622134,6071.435041,98.26912028
2020/2/18,3935.928457,6070.797138,99.65731283
2020/2/19,3938.033664,6075.24555,99.13531157
2020/2/20,3939.124564,6074.873798,98.92977307
2020/2/21,3939.687615,6075.91661,101.0826395
2020/2/22,3942.662281,6077.355205,103.1336996
2020/2/23,3946.983458,6080.774448,107.4377029
2020/2/24,3947.299168,6082.38758,112.3765545
2020/2/25,3947.858064,6086.306803,116.713067
2020/2/26,3948.940112,6086.766479,118.1218862
2020/2/27,3947.954282,6088.650756,117.6189185
2020/2/28,3952.578304,6092.58348,117.5650033
2020/2/29,3952.559019,6090.249874,121.8305791
2020/3/1,3955.020327,6092.155606,122.5496226
2020/3/2,3953.040579,6089.488741,117.6666903
2020/3/3,3952.370844,6086.026116,115.4258203
