¹Û²âÈÕÆÚ,¦¤X,¦¤Y,¦¤H
2018/4/1,0.3,1,0.7
2018/4/2,0.8,3,1.9
2018/4/3,0.8,1.5,0.8
2018/4/4,1,1.2,0.6
2018/4/5,1.100000001,0.3,0
2018/4/6,1.3,-0.3,-0.4
2018/4/7,0,0.7,0.5
2018/4/8,-0.5,0.9,0.8
2018/4/9,-1.399999999,1.5,1.4
2018/4/10,-2.1,1.9,1.9
2018/4/11,-0.399999999,0.6,0.1
2018/4/12,0,0.2,-0.5
2018/4/13,0.2,0,-0.8
2018/4/14,-0.5,1.2,-0.2
2018/4/15,-0.699999999,1.7,0
2018/4/16,0.700000001,1.9,0.7
2018/4/17,1.3,2.2,1.2
2018/4/18,-0.3,2.6,0.3
2018/4/19,-0.8,2.9,0.1
2018/4/20,-1.8,3.2,-0.4
2018/4/21,-0.3,2.8,1.8
2018/4/22,0,2.7,2.7
2018/4/23,-0.399999999,2.3,0.9
2018/4/24,-0.399999999,1.9,0.3
2018/4/25,-0.3,2,1.3
2018/4/26,-0.399999999,1.8,0.8
2018/4/27,-0.399999999,1.7,1.3
2018/4/28,-0.399999999,3,0.9
2018/4/29,0.3,3.8,2.4
2018/4/30,-0.399999999,1.6,1.7
2018/5/2,-0.3,2.2,2.1
2018/5/3,-0.5,1.6,2
2018/5/4,-0.599999999,3.4,1.7
2018/5/5,-0.599999999,4.4,0.9
2018/5/6,-0.599999999,5.5,1.2
2018/5/7,-0.599999999,4.1,2.1
2018/5/8,0.2,3.8,3.1
2018/5/9,-0.699999999,3,1.3
2018/5/10,-0.5,0.8,0.1
2018/5/11,-1.099999999,3.6,1.9
2018/5/12,-1.199999999,3.5,1.5
2018/5/13,-1.5,2.7,2
2018/5/14,-0.3,4.5,2.2
2018/5/15,0.2,5,2.6
2018/5/16,-1,5.1,1.9
2018/5/17,-1.3,5.4,1.8
2018/5/18,-0.699999999,4.5,2.3
2018/5/19,-0.5,4.2,2.5
2018/5/20,-0.099999999,3.6,2.9
2018/5/21,-1.399999999,4.4,2.2
2018/5/23,-0.5,6,3.1
2018/5/24,-0.599999999,6.8,3.2
2018/5/25,-1.5,4.2,2.8
2018/5/27,-1.199999999,4.4,3
2018/5/28,-1.8,6.1,2.8
2018/5/29,-1.3,4.3,2.7
2018/5/30,-1.399999999,4.1,3.8
2018/5/31,-1.3,2.9,4.3
2018/6/1,-1.399999999,4.2,4.1
2018/6/2,-1.399999999,4.2,4.3
2018/6/3,-1.399999999,4.4,3.9
2018/6/4,-1.399999999,4.5,3.8
2018/6/5,-1.199999999,6.1,3.3
2018/6/6,-1.099999999,6.9,3
2018/6/7,-1.699999999,5.2,3.3
2018/6/8,-1.899999999,4.7,3.3
2018/6/9,-2.3,3.6,3.5
2018/6/10,-1.899999999,5.7,3.5
2018/6/11,-1.899999999,6.2,3.6
2018/6/12,-1.699999999,7.5,3.7
2018/6/13,-0.5,8.3,4.6
2018/6/14,-2.1,5.3,4.7
2018/6/15,-2.399999999,3.2,5.7
2018/6/16,-3.3,0.6,6.3
2018/6/17,-2.6,5,5.8
2018/6/18,-3.199999999,6.9,6
2018/6/19,-2.999999999,7,6.6
2018/6/20,-3.199999999,8.1,7.1
2018/6/21,-3.1,7,7.6
2018/6/22,-3.1,8.2,8.4
2018/6/23,-3.4,6.4,7.2
2018/6/24,-3.499999999,6.1,7
2018/6/25,-3.3,6.4,7.5
2018/6/26,-3.199999999,5.9,7.2
2018/6/27,-3.4,7,7.8
2018/6/28,-3.4,7.3,8
2018/6/29,-3.499999999,7,7.7
2018/6/30,-3.199999999,9.3,8.8
2018/7/1,-2.8,7.6,7.7
2018/7/2,-2.399999999,7.9,7.7
2018/7/3,-3.6,8.2,9.1
2018/7/4,-3.499999999,8.5,9.8
2018/7/5,-3.199999999,7.8,9
2018/7/6,-2.999999999,7.6,9
2018/7/7,-3.199999999,8.1,8.2
2018/7/8,-3.199999999,8.2,7.8
2018/7/9,-3.3,8.5,7.2
2018/7/10,-3.3,8.7,6.7
2018/7/11,-3.6,8.1,9.6
2018/7/12,-3.699999999,7.9,10.8
2018/7/13,-3.9,7.5,12.9
2018/7/14,-3.6,8.6,10.7
2018/7/15,-3.499999999,8.9,10.7
2018/7/16,-4.299999999,8.9,10.4
2018/7/17,-4.6,9,10.3
2018/7/18,-3.999999999,9.9,11
2018/7/19,-3.799999999,10.4,11.3
2018/7/20,-3.4,11.1,11.8
2018/7/21,-4.9,9.8,11.1
2018/7/22,-5.4,9.5,11
2018/7/23,-3.499999999,10.1,10.8
2018/7/24,-2.699999999,10.2,12.1
2018/7/25,-3.9,9.9,12.1
2018/7/26,-3.499999999,10.1,12.8
2018/7/27,-4.1,11.4,11.7
2018/7/28,-4.199999999,12.1,11.5
2018/7/29,-4.199999999,11.1,12.7
2018/7/30,-4.199999999,10.9,13.2
2018/7/31,-4.6,11.8,13.3
2018/8/1,-4.799999999,12.1,13.6
2018/8/2,-4.6,11,13.3
2018/8/3,-3.9,10.6,14.1
2018/8/4,-4.6,10.7,13.4
2018/8/5,-5.9,10.5,13.5
2018/8/6,-4.6,11.6,13.6
2018/8/7,-4.6,12,13.7
2018/8/8,-4.7,10.2,14.2
2018/8/9,-4.7,9.5,14.5
2018/8/10,-4.6,12.3,14.2
2018/8/11,-4.499999999,13.3,14.2
2018/8/12,-4.4,15.2,14.1
2018/8/13,-4.199999999,12.1,14.8
2018/8/14,-3.999999999,11.5,15.1
2018/8/15,-4.1,12.6,14.5
2018/8/16,-3.999999999,12.8,14.4
2018/8/17,-3.999999999,13.4,14.1
2018/8/18,-3.9,13.8,13.9
2018/8/19,-3.799999999,14.3,13.7
2018/8/20,-4.199999999,11.5,15.8
2018/8/21,-4.299999999,10.3,16.8
2018/8/22,-4.9,13.2,16.4
2018/8/23,-5.2,14,16.7
2018/8/24,-4.199999999,15.8,18.2
2018/8/25,-4.4,13.6,15.9
2018/8/26,-3.999999999,13.4,15.5
2018/8/27,-4.4,14.4,16.2
2018/8/28,-4.4,14.8,16.4
2018/8/29,-4.799999999,13.6,16.5
2018/8/30,-4.999999999,13.2,16.7
2018/8/31,-4.4,14.4,16.4
2018/9/1,-4.199999999,14.8,16.4
2018/9/2,-3.799999999,15.6,16.3
2018/9/3,-4.9,13.8,16.7
2018/9/4,-5.2,13.3,16.9
2018/9/5,-4.4,14.7,17.7
2018/9/6,-4.1,15.1,18.2
2018/9/7,-4.7,14,17
2018/9/8,-4.799999999,13.6,16.7
2018/9/9,-4.6,15.2,17.4
2018/9/10,-4.499999999,15.8,17.6
2018/9/11,-4.499999999,15.5,17.7
2018/9/12,-4.4,15.6,17.9
2018/9/13,-4.4,14.5,18.2
2018/9/14,-4.299999999,14,18.5
2018/9/15,-4.4,14.5,18
2018/9/16,-4.4,14.5,17.9
2018/9/17,-4.4,14.7,17.6
2018/9/18,-5.1,15,17.6
2018/9/19,-5.4,15.2,17.5
2018/9/20,-5.1,15,17.7
2018/9/21,-5.1,15,17.8
2018/9/22,-4.4,15.7,18.3
2018/9/23,-3.999999999,16,18.6
2018/9/24,-3.4,16.5,19
2018/9/25,-5.2,15.3,18.7
2018/9/26,-5.799999999,14.9,18.8
2018/9/27,-7,14.1,18.7
2018/9/28,-4.799999999,15.8,19.3
2018/9/29,-4.299999999,16.2,19.6
2018/9/30,-4.6,17,19.2
2018/10/1,-4.499999999,17.6,19.2
2018/10/2,-4.6,18.3,19
2018/10/3,-4.6,17.2,19.8
2018/10/4,-4.6,17,20.1
2018/10/5,-4.6,16.3,20.7
2018/10/6,-4.6,15.8,21.2
2018/10/7,-5.2,18.8,19.8
2018/10/8,-5.499999999,20,19.4
2018/10/9,-4.6,17,20.1
2018/10/10,-4.299999999,16.1,20.3
2018/10/11,-5.2,16.6,20.8
2018/10/12,-5.499999999,16.8,19.6
2018/10/13,-5.1,17,21.2
2018/10/14,-4.7,17.3,20.5
2018/10/15,-4.199999999,17.8,21.3
2018/10/16,-5.4,19.4,21.4
2018/10/17,-5.499999999,20.2,21.5
2018/10/18,-4.4,18,21.9
2018/10/19,-3.999999999,17.4,22.1
2018/10/20,-5.299999999,17.8,21.8
2018/10/21,-5.7,17.7,21.8
2018/10/22,-6.4,17.8,21.6
2018/10/23,-7.399999999,17.6,21.5
2018/10/24,-5.499999999,19.8,21.8
2018/10/25,-4.999999999,20.8,21.9
2018/10/26,-5.499999999,17.7,21.8
2018/10/27,-5.499999999,16.6,21.8
2018/10/28,-5.7,19,22
