¹Û²âÈÕÆÚ,¦¤X,¦¤Y,¦¤H
2018/4/1,0.800000002,2,1.8
2018/4/2,2.400000001,3.8,3.9
2018/4/3,-0.999999998,5.8,1.9
2018/4/4,-2.3,7.8,1.8
2018/4/5,-4.599999998,9.8,0.8
2018/4/6,-6.399999998,11.8,6.3
2018/4/7,-2.199999999,13.5,9.7
2018/4/8,-0.999999998,15.3,14.2
2018/4/9,1.700000001,17,18.2
2018/4/10,-1.3,18.7,15.5
2018/4/11,-4.7,19.7,12.1
2018/4/12,-4.999999999,21,12.4
2018/4/13,-5.099999998,21.6,12.6
2018/4/14,-3.6,26.5,12
2018/4/15,-2.899999999,29.2,11.8
2018/4/16,-4.799999999,29.6,14.7
2018/4/17,-5.4,31.1,16.1
2018/4/18,-6.599999999,33.8,15.3
2018/4/19,-7.5,35.9,15.6
2018/4/20,-8.5,38.3,15.4
2018/4/21,-4.999999999,38.4,18.5
2018/4/22,-3.699999999,39.6,20
2018/4/23,-5.599999999,41.3,18.5
2018/4/24,-5.999999999,43.4,19.9
2018/4/25,-6.899999998,45,20.2
2018/4/26,-8.699999998,47.1,21
2018/4/27,-10.9,46.1,22
2018/4/28,-11.4,44.6,26.1
2018/4/29,-13.2,42.9,25.3
2018/4/30,-7.5,48,22.7
2018/5/2,-7.599999999,50.4,25.2
2018/5/3,-5.499999999,53.2,24.2
2018/5/4,-6.2,55.2,24.9
2018/5/5,-10.5,45.9,26
2018/5/6,-12.3,48.7,26.7
2018/5/7,-13.4,57,29.3
2018/5/8,-15.8,56.1,32.1
2018/5/9,-8,55.8,27.4
2018/5/10,-3.9,54,24.6
2018/5/11,-8.3,56,31
2018/5/12,-4.9,57.5,30.7
2018/5/13,-7.899999999,57.8,28.1
2018/5/14,-8.599999999,56.5,28.8
2018/5/15,-10.4,56,27.9
2018/5/16,-7.7,60.4,29.5
2018/5/17,-7.2,62.3,29.9
2018/5/18,-11.5,62.5,31
2018/5/19,-13.4,63.5,31.8
2018/5/20,-16.5,64.1,32.8
2018/5/21,-9.5,63.4,31.4
2018/5/23,-9.399999999,66.8,32.8
2018/5/24,-6.899999998,67.7,35.1
2018/5/25,-10.2,69.6,34.9
2018/5/27,-12.4,69.9,34.4
2018/5/28,-18.7,72.4,33.6
2018/5/29,-10.5,70.3,35
2018/5/30,-7.799999999,70.9,39.8
2018/5/31,-11.4,70,39.4
2018/6/1,-11.2,72.5,35.9
2018/6/2,-12.9,73.3,34
2018/6/3,-12.9,74.7,37.6
2018/6/4,-13.7,75.8,38.5
2018/6/5,-12.9,76.7,40.2
2018/6/6,-12.9,77.7,41.5
2018/6/7,-15.2,77.9,39.8
2018/6/8,-16.3,78.5,39.6
2018/6/9,-18,78.9,38.7
2018/6/10,-16.3,79.2,42.5
2018/6/11,-16.3,79.5,44
2018/6/12,-15.4,79.8,46.7
2018/6/13,-15,80,45.2
2018/6/14,-12.4,81.7,42.1
2018/6/15,-9.599999999,83.4,45.3
2018/6/16,-12.5,85.1,45.4
2018/6/17,-17.3,82.2,42.4
2018/6/18,-13.9,80.9,39.3
2018/6/19,-18.1,84.2,44.2
2018/6/20,-18.5,86.6,47.8
2018/6/21,-18,85.7,45.6
2018/6/22,-16.6,86.7,46.6
2018/6/23,-17.6,86.6,45.7
2018/6/24,-17.4,87,45.8
2018/6/25,-16.6,91.6,47.5
2018/6/26,-16.2,94.1,47.9
2018/6/27,-19.7,92.4,48.2
2018/6/28,-21.2,92.8,48.6
2018/6/29,-19.6,93.4,49.5
2018/6/30,-19.5,93.9,50.2
2018/7/1,-17.7,96.1,50.5
2018/7/2,-16.7,97.4,51
2018/7/3,-19.6,98.4,51.8
2018/7/4,-20.5,99.5,52.5
2018/7/5,-20.9,97.2,50.7
2018/7/6,-21.5,96.6,50.2
2018/7/7,-21.6,98.5,53.1
2018/7/8,-21.9,99.1,54.3
2018/7/9,-22.1,100.3,56.4
2018/7/10,-22.3,101.2,58.1
2018/7/11,-23.8,101.3,55.5
2018/7/12,-24.6,101.8,55.1
2018/7/13,-22.7,103,55.8
2018/7/14,-19.4,104.3,57.5
2018/7/15,-20,106.3,57.7
2018/7/16,-22.2,107.3,57.8
2018/7/17,-23.6,108.8,58
2018/7/18,-24.4,107.4,55.6
2018/7/19,-25.5,107.4,54.5
2018/7/20,-26.4,106.7,55.8
2018/7/21,-26.1,109.6,60.2
2018/7/22,-26.4,110.7,59
2018/7/23,-24.6,111.2,56.9
2018/7/24,-23.7,112,59.6
2018/7/25,-23.8,112.5,59.9
2018/7/26,-23.8,115,60.1
2018/7/27,-22.8,118.8,60.5
2018/7/28,-21.9,117,61.7
2018/7/29,-22.4,116.5,64.1
2018/7/30,-22.2,115.3,65.9
2018/7/31,-22.4,116.6,63.8
2018/8/1,-24.4,116.6,63.7
2018/8/2,-26.6,119.3,65.4
2018/8/3,-28.7,120.6,66.2
2018/8/4,-27.2,119.9,65.4
2018/8/5,-27.5,120.2,66.4
2018/8/6,-26.1,121.8,66.1
2018/8/7,-25.5,122.7,66.5
2018/8/8,-27.7,123,68.6
2018/8/9,-28.5,123.6,69.9
2018/8/10,-26,126.4,69.6
2018/8/11,-25.1,128.1,70.1
2018/8/12,-23.4,128.3,70.2
2018/8/13,-27.6,126,68.6
2018/8/14,-28.8,124.9,67.9
2018/8/15,-27.5,128.3,68.9
2018/8/16,-27.4,129.4,69.1
2018/8/17,-26.7,131.6,69.7
2018/8/18,-26.3,133.2,70.1
2018/8/19,-26.7,135.1,70.6
2018/8/20,-30.3,132.4,71.4
2018/8/21,-32.3,132,72.1
2018/8/22,-35.1,130.4,72.9
2018/8/23,-37.5,129.4,73.7
2018/8/24,-35,132.1,74.5
2018/8/25,-30.1,134.7,73.9
2018/8/26,-26.4,137.3,74
2018/8/27,-29.5,136.7,74.7
2018/8/28,-29.2,137.7,75.1
2018/8/29,-27.9,139.4,75
2018/8/30,-27.1,140.7,75.2
2018/8/31,-31,138.3,76.6
2018/9/1,-32.5,137.7,77.4
2018/9/2,-33.2,139.2,78.5
2018/9/3,-29.6,142.7,73.6
2018/9/4,-28.1,145.2,71.7
2018/9/5,-30.4,143.1,74.7
2018/9/6,-30.8,143.3,75.3
2018/9/7,-30.4,143.4,76.7
2018/9/8,-30.4,143.5,77.7
2018/9/9,-32.2,144,79.3
2018/9/10,-33.1,144.3,80.6
2018/9/11,-30.1,147.3,80
2018/9/12,-29,143.9,80.4
2018/9/13,-32.3,139.8,80.3
2018/9/14,-33.4,146,80.5
2018/9/15,-32.9,150,83.4
2018/9/16,-33.2,154.1,85
2018/9/17,-33.1,157.1,87.3
2018/9/18,-32.9,152.2,82.7
2018/9/19,-32.7,151.2,81.6
2018/9/20,-33.7,153.1,80.9
2018/9/21,-34.1,153.5,81
2018/9/22,-36.9,154.7,85.2
2018/9/23,-38.5,155.5,87.4
2018/9/24,-39.7,156.5,90.6
2018/9/25,-34.9,155.9,89
2018/9/26,-33.1,156.1,89.8
2018/9/27,-29.8,158.9,89.4
2018/9/28,-32.4,163.8,89.1
2018/9/29,-32,162.6,88.8
2018/9/30,-34.2,159.4,90.3
2018/10/1,-35.1,157.2,90.9
2018/10/2,-36.6,158.5,92
2018/10/3,-37.2,163,92
2018/10/4,-38.2,165.9,92.6
2018/10/5,-39,169.6,92.9
2018/10/6,-39.9,170.9,93.4
2018/10/7,-39.1,166.3,92.5
2018/10/8,-39.1,164.6,92.3
2018/10/9,-38.5,168.4,94.5
2018/10/10,-38.2,169.4,95.5
2018/10/11,-40.1,167.5,95.2
2018/10/12,-39.5,168,94.8
2018/10/13,-38.4,169.5,95.1
2018/10/14,-39.8,167.7,94.7
2018/10/15,-39.9,170.3,95.8
2018/10/16,-40.7,172.2,96.9
2018/10/17,-41,173.1,97.5
2018/10/18,-39.7,170.1,97
2018/10/19,-39.4,172,97.4
2018/10/20,-42.5,174.9,98.9
2018/10/21,-43.6,177.1,100.4
2018/10/22,-41.2,179.3,101.8
2018/10/23,-41,176.4,101.1
2018/10/24,-43.4,175.5,99
2018/10/25,-44.5,173.6,97.6
2018/10/26,-43.8,176.3,99.8
2018/10/27,-44,176.7,100.2
2018/10/28,-41.8,176.3,104.3
2018/10/29,-40.8,176.3,106.6
2018/10/30,-44.7,178.4,103.7
2018/10/31,-46.15,179.45,103.4
2018/11/1,-42.9,181.1,106.5
2018/11/2,-42,182.4,107.9
2018/11/3,-46.1,181.6,107
2018/11/4,-47.7,181.8,102.3
2018/11/5,-42.9,185.1,98.8
2018/11/6,-41.3,186.8,100.7
2018/11/7,-40.1,189.3,104.9
2018/11/8,-44.8,186.4,108.9
2018/11/9,-46.5,186.2,113
2018/11/10,-49.7,184.6,114.1
2018/11/11,-46.5,187.8,110.5
2018/11/12,-46.5,188.6,109.3
2018/11/13,-45.9,190.6,106.9
2018/11/14,-49.6,187,110.7
2018/11/15,-51.1,186.2,111.4
2018/11/16,-47.4,189.9,108.6
2018/11/17,-46.3,191.3,107.6
2018/11/18,-43.9,193.8,105.7
2018/11/19,-45.1,195.7,110.3
2018/11/20,-48.6,192.7,114.2
