¹Û²âÈÕÆÚ,¦¤X,¦¤Y,¦¤H
2018/4/1,-0.400000001,3.6,2.3
2018/4/2,-0.599999999,7.2,4.6
2018/4/3,-2.1,9.9,4.7
2018/4/4,-3.000000001,13,5.9
2018/4/5,-4.199999999,15.9,6.6
2018/4/6,-5.2,18.9,7.6
2018/4/7,-4.7,22.7,11.8
2018/4/8,-4.9,26.1,14.4
2018/4/9,-4.7,29.7,17.8
2018/4/10,-4.7,33.2,20.8
2018/4/11,-7.4,36.8,18.9
2018/4/12,-8.600000001,40.4,19.7
2018/4/13,-9.2,42.2,22.1
2018/4/14,-9.400000001,47.3,26.4
2018/4/15,-9.8,50.7,29.8
2018/4/16,-10.7,51.9,29.1
2018/4/17,-11.3,54.2,30.5
2018/4/18,-11.3,57.8,31.8
2018/4/19,-11.6,60.7,33.2
2018/4/20,-11.7,63.9,34.6
2018/4/21,-13.1,67.2,35.9
2018/4/22,-13.8,70.4,37.3
2018/4/23,-14.6,72.4,38.8
2018/4/24,-15.7,69.2,41
2018/4/25,-15.7,75.7,40.1
2018/4/26,-15.1,80.3,39.8
2018/4/27,-14.6,85.1,41.6
2018/4/28,-16.1,80.9,43.2
2018/4/29,-16.7,81.3,41
2018/4/30,-17,83.8,44.1
2018/5/2,-17.8,87.9,46.7
2018/5/3,-18.2,90.3,48.8
2018/5/4,-19.7,95.4,50.2
2018/5/5,-18.8,93,49.4
2018/5/6,-19,94,49.7
2018/5/7,-19.6,95.9,50.7
2018/5/8,-20.2,98.3,51.8
2018/5/9,-20.3,97.7,51.2
2018/5/10,-21.3,100.4,53.4
2018/5/11,-20.7,100.5,52.4
2018/5/12,-20.6,104.2,52.6
2018/5/13,-21,102.3,53.2
2018/5/14,-21.7,103.5,54.7
2018/5/15,-22.2,103.1,55.8
2018/5/16,-21.5,105.2,55.2
2018/5/17,-21.4,106,55.5
2018/5/18,-22.3,108.1,56.7
2018/5/19,-22.7,109.5,57.5
2018/5/20,-23.3,111.2,58.5
2018/5/21,-21.6,110.3,58.8
2018/5/23,-22.8,113.7,60.2
2018/5/24,-22.7,114.5,60.8
2018/5/25,-22.8,116.6,62
2018/5/27,-24.3,119.7,63.4
2018/5/28,-26.1,125.6,66.4
2018/5/29,-24.1,121.9,63.6
2018/5/30,-26.2,125.1,65
2018/5/31,-26.2,124.8,66.8
2018/6/1,-24.9,125.2,66.2
2018/6/2,-24.2,125.2,66.8
2018/6/3,-25.9,126.1,65.5
2018/6/4,-26.4,126.5,65.2
2018/6/5,-26.1,129.3,68.4
2018/6/6,-26.2,130.9,69.9
2018/6/7,-26.8,132.5,69.1
2018/6/8,-27.1,134.1,69.5
2018/6/9,-27.5,135.7,69.3
2018/6/10,-27.8,135.6,72.4
2018/6/11,-28.1,136.3,73.9
2018/6/12,-28.4,136.6,76.2
2018/6/13,-28.6,137,76.6
2018/6/14,-28.1,138.6,72.5
2018/6/15,-27.8,140.4,69.2
2018/6/16,-27.4,142.1,69.3
2018/6/17,-28.7,141.3,74.7
2018/6/18,-29.6,142.9,80.7
2018/6/19,-29,143.3,76.5
2018/6/20,-29.1,144.4,77.5
2018/6/21,-29.7,146.1,78.8
2018/6/22,-30.1,148,80.5
2018/6/23,-30.3,147.9,78.5
2018/6/24,-30.6,148.8,78.4
2018/6/25,-30.6,150.1,80.9
2018/6/26,-31.3,149.9,81.2
2018/6/27,-31.4,152.3,81.1
2018/6/28,-31.8,153.4,81.2
2018/6/29,-31.9,154.9,82.1
2018/6/30,-32.1,156.2,82.6
2018/7/1,-32.5,157.6,83.1
2018/7/2,-32.8,158.9,83.6
2018/7/3,-33,159.5,85.7
2018/7/4,-33.2,160.4,87
2018/7/5,-34,160.8,86.1
2018/7/6,-34.5,161.4,86.3
2018/7/7,-34,163.5,88.1
2018/7/8,-34,164.8,89.1
2018/7/9,-33.7,166.5,90.5
2018/7/10,-33.5,168,91.7
2018/7/11,-35.1,167.5,89.3
2018/7/12,-35.8,168,88.7
2018/7/13,-36.9,168,87.2
2018/7/14,-36.2,171.7,90.6
2018/7/15,-36.4,173.5,91.6
2018/7/16,-36.7,173.5,92
2018/7/17,-36.9,174.4,92.7
2018/7/18,-37.8,175.9,91.2
2018/7/19,-38.3,177.1,90.8
2018/7/20,-39,178.4,89.9
2018/7/21,-37.7,178.8,95.6
2018/7/22,-37.4,179.6,98
2018/7/23,-39.2,180.8,94
2018/7/24,-40,181.9,93.2
2018/7/25,-39.1,183,96.5
2018/7/26,-38.7,184.1,98.7
2018/7/27,-39.8,185.7,98.2
2018/7/28,-40.1,187,99.1
2018/7/29,-40.1,187.5,101.1
2018/7/30,-40.2,188.4,102.6
2018/7/31,-40.4,190,101.6
2018/8/1,-40.5,191.2,101.9
2018/8/2,-40.8,191.8,102.7
2018/8/3,-41.5,192.7,103.3
2018/8/4,-41.5,193.6,102.9
2018/8/5,-42.2,194.5,103
2018/8/6,-41.7,195.6,104.8
2018/8/7,-41.8,196.6,105.8
2018/8/8,-41.9,197.7,105.2
2018/8/9,-42,198.7,105.4
2018/8/10,-42.7,200.2,106.2
2018/8/11,-43.1,201.4,106.7
2018/8/12,-43.6,202.7,107.4
2018/8/13,-44,202.7,106.5
2018/8/14,-44.4,203.3,106.4
2018/8/15,-44,203.9,107.4
2018/8/16,-44,204.5,107.9
2018/8/17,-43.8,205.1,108.7
2018/8/18,-43.7,205.7,109.4
2018/8/19,-43.5,206.3,110.2
2018/8/20,-45.2,210,110.9
2018/8/21,-45.9,212.1,111.7
2018/8/22,-47.1,215,112.5
2018/8/23,-48,217.5,113.3
2018/8/24,-49.2,217.3,114.1
2018/8/25,-46.6,215.1,112.2
2018/8/26,-45.9,213.9,111.7
