¹Û²âÈÕÆÚ,¦¤X,¦¤Y,¦¤H
2018/4/1,0.399999999,1.2,2.1
2018/4/2,1.099999999,2.5,5.1
2018/4/3,-0.100000001,4,2.3
2018/4/4,-0.5,5.3,2
2018/4/5,-1.3,6.7,0.5
2018/4/6,-1.900000001,8,-0.4
2018/4/7,-0.100000001,8.9,5.2
2018/4/8,0.5,10,7.6
2018/4/9,1.699999999,11,11.6
2018/4/10,2.6,12,12.8
2018/4/11,0.099999999,13.5,7.9
2018/4/12,-0.5,14.7,7.5
2018/4/13,-0.8,15.3,7.3
2018/4/14,-0.100000001,16.5,11.1
2018/4/15,0.099999999,17.4,12.9
2018/4/16,0.399999999,19.4,12.7
2018/4/17,0.699999999,20.8,13.5
2018/4/18,0.099999999,21.1,14.2
2018/4/19,0,21.9,15
2018/4/20,-0.3,22.4,15.8
2018/4/21,0.599999999,25,15.6
2018/4/22,0.899999999,26.5,15.9
2018/4/23,0.099999999,26.6,16.8
2018/4/24,-0.2,27.8,17.7
2018/4/25,-0.100000001,28.8,17.3
2018/4/26,0.399999999,29.5,17.7
2018/4/27,0.899999999,30.9,17
2018/4/28,0.599999999,32.4,20.3
2018/4/29,0.8,34.3,22.1
2018/4/30,0.399999999,33.2,21
2018/5/2,0.5,35.5,23.2
2018/5/3,0.399999999,35.9,23.7
2018/5/4,0.8,37.5,24.3
2018/5/5,0.399999999,38.4,24.7
2018/5/6,2.499999999,39.3,25.1
2018/5/7,0.5,39.9,26.4
2018/5/8,1.899999999,41.1,26.4
2018/5/9,0.3,41.3,27
2018/5/10,0,43.4,27.9
2018/5/11,0.399999999,43,27.8
2018/5/12,0.399999999,44.1,28.3
2018/5/13,0.5,44.5,28.7
2018/5/14,0.099999999,44.7,30
2018/5/15,0,45,30.9
2018/5/16,0.599999999,46.2,30.5
2018/5/17,0.899999999,46.9,30.8
2018/5/18,0.699999999,47.9,31.8
2018/5/19,0.8,48.7,32.5
2018/5/20,0.8,49.6,33.4
2018/5/21,0.8,50.4,33.3
2018/5/23,0.399999999,51.6,34.6
2018/5/24,0.3,52.2,35.1
2018/5/25,0.899999999,53.4,35.6
2018/5/27,0.5,55.6,36.5
2018/5/28,0.8,59.5,38.2
2018/5/29,0.8,56.4,37.9
2018/5/30,1.3,57.4,39.9
2018/5/31,1.6,58.9,40.5
2018/6/1,1.3,59.4,39.9
2018/6/2,1.3,60.4,39.9
2018/6/3,0.399999999,59.6,39.6
2018/6/4,0,59.7,39.5
2018/6/5,0.899999999,61.1,42.2
2018/6/6,1.199999999,61.8,43.5
2018/6/7,0.8,62.9,42.4
2018/6/8,0.8,63.8,42.5
2018/6/9,0.599999999,64.8,42
2018/6/10,0.3,65,45
2018/6/11,0.099999999,65.6,46.3
2018/6/12,-0.100000001,66,48.5
2018/6/13,-0.2,66.4,47.5
2018/6/14,1.399999999,69,45.6
2018/6/15,2.8,71.7,48.3
2018/6/16,4.299999999,74.3,48.7
2018/6/17,1.399999999,71.7,47.8
2018/6/18,-0.100000001,71.9,47.3
2018/6/19,1.5,73.2,49.1
2018/6/20,4.1,74.9,49.9
2018/6/21,1.5,74.7,50.9
2018/6/22,2.1,75.7,52.2
2018/6/23,1.699999999,76,50.6
2018/6/24,1.8,76.6,50.5
2018/6/25,1.699999999,77.5,52.9
2018/6/26,2.399999999,77.6,53.3
2018/6/27,1.5,79.4,52.7
2018/6/28,1.399999999,80.3,52.6
2018/6/29,1.8,80.7,53.2
2018/6/30,2,81.3,54
2018/7/1,2,82.3,54.2
2018/7/2,2.1,83.1,54.7
2018/7/3,2.1,84.5,57
2018/7/4,1.8,85.6,58.4
2018/7/5,1.3,85.2,58.3
2018/7/6,0.899999999,85.5,59
2018/7/7,2.199999999,87.4,59.5
2018/7/8,2.699999999,88.5,60.1
2018/7/9,3.6,90,60.7
2018/7/10,4.299999999,91.3,61.3
2018/7/11,2.3,90.2,61.3
2018/7/12,1.699999999,90.3,61.6
2018/7/13,1.699999999,91.9,61.7
2018/7/14,2.6,93.6,61.7
2018/7/15,3.1,95.2,61.8
2018/7/16,2.8,94.7,63.2
2018/7/17,2.899999999,95.2,64
2018/7/18,1.8,95.6,62.8
2018/7/19,1.3,96,62.6
2018/7/20,0.5,96.4,61.9
2018/7/21,3.1,97.9,66.3
2018/7/22,3.999999999,98.8,68.2
2018/7/23,2,99.6,65.6
2018/7/24,1.399999999,100.5,66.6
2018/7/25,2.699999999,100.4,67.4
2018/7/26,2.8,100.8,68.3
2018/7/27,3.199999999,102.5,68.2
2018/7/28,3.499999999,103.5,68.6
2018/7/29,2.8,103.1,71.3
2018/7/30,2.6,103.4,72.9
2018/7/31,3.1,105.3,72
2018/8/1,3.3,106.4,72.4
2018/8/2,3.199999999,106.8,72.7
2018/8/3,3.3,107.5,73.6
2018/8/4,2.999999999,107.7,73.2
2018/8/5,2.899999999,108.1,73.5
2018/8/6,3.4,109.2,74.8
2018/8/7,3.6,109.9,75.6
2018/8/8,3.4,110.6,75
2018/8/9,3.4,111.3,75.1
2018/8/10,3.4,111.7,76.5
2018/8/11,3.4,112.2,77.3
2018/8/12,3.4,112.6,78.4
2018/8/13,3.499999999,113.6,76.9
2018/8/14,3.6,114.3,76.7
2018/8/15,3.9,115.6,77.6
2018/8/16,4.1,116.6,78
2018/8/17,4.4,117.7,78.7
2018/8/18,4.7,118.7,79.3
2018/8/19,4.999999999,119.7,80
2018/8/20,3.9,118.4,80.6
2018/8/21,3.499999999,118.2,81.3
2018/8/22,2.8,117.4,82
2018/8/23,2.3,116.9,82.7
2018/8/24,1.699999999,117.6,83.4
2018/8/25,3.6,120.7,82.1
2018/8/26,4.299999999,122.6,81.8
2018/8/27,4.199999999,122.8,82.5
2018/8/28,4.499999999,123.8,82.7
2018/8/29,4.299999999,123.6,84.9
2018/8/30,4.4,124,86.1
2018/8/31,3.9,124.5,84.9
2018/9/1,3.699999999,124.9,84.9
2018/9/2,3.4,125.3,84.3
2018/9/3,3.8,126.8,85.1
2018/9/4,3.9,127.7,85.2
2018/9/5,3.699999999,127.7,86.4
2018/9/6,3.699999999,128.1,87.1
2018/9/7,4.4,129,88
2018/9/8,4.799999999,129.6,88.8
2018/9/9,4.6,130.7,88.7
2018/9/10,4.7,131.5,89.1
2018/9/11,4.199999999,131.1,89.5
2018/9/12,3.999999999,131.3,89.9
2018/9/13,4.199999999,132.1,90.2
2018/9/14,4.199999999,132.6,90.6
2018/9/15,4.4,133.6,92.5
2018/9/16,4.499999999,134.35,93.7
2018/9/17,4.7,135.2,95.3
2018/9/18,4.499999999,135.3,93
2018/9/19,4.499999999,135.7,92.7
2018/9/20,4.4,136.8,90.8
2018/9/21,4.4,137.5,89.7
2018/9/22,4.1,137.7,93.3
2018/9/23,3.999999999,138.1,94.6
2018/9/24,3.8,138.4,97.1
2018/9/25,4.999999999,139.6,96.5
2018/9/26,5.499999999,140.3,97.5
2018/9/27,6.4,141.2,97.7
2018/9/28,4.499999999,141.4,96.2
2018/9/29,3.999999999,141.9,95.6
2018/9/30,4.6,142.5,98.2
2018/10/1,4.7,143,99.2
2018/10/2,5.1,143.5,101
2018/10/3,4.499999999,144.3,99.9
2018/10/4,4.4,144.9,100.3
2018/10/5,4.1,145.6,100
