¹Û²âÈÕÆÚ,¦¤X,¦¤Y,¦¤H
2018/4/1,-0.100000001,0.8,0.7
2018/4/2,0.3,14.3,8.6
2018/4/3,-3.8,16.7,12.5
2018/4/4,-5.9,18.3,14.8
2018/4/5,-9,20.3,17.9
2018/4/6,-11.6,27.1,20.6
2018/4/7,-8.3,28.9,20.7
2018/4/8,-7.900000001,33.2,22.1
2018/4/9,-5.999999999,36.2,22.9
2018/4/10,-7.900000001,39.8,24
2018/4/11,-12.5,41.2,29.3
2018/4/12,-13.8,43.4,32.4
2018/4/13,-14.4,47.5,34
2018/4/14,-15.6,53.3,36.2
2018/4/15,-16.5,58.2,38.1
2018/4/16,-15.8,58.7,39.8
2018/4/17,-15.9,61.4,41.6
2018/4/18,-19.5,65.4,43.7
2018/4/19,-21.3,68.7,45.7
2018/4/20,-24,72.3,47.8
2018/4/21,-21.8,75.3,51
2018/4/22,-22,78.6,53.7
2018/4/23,-23.2,78.6,53.5
2018/4/24,-24.2,79.4,55.4
2018/4/25,-24.5,83.3,56.4
2018/4/26,-23.5,85.8,57
2018/4/27,-22.9,91.1,58.4
2018/4/28,-26.2,89.4,58.7
2018/4/29,-28,91.8,59.9
2018/4/30,-27.4,93,61.8
2018/5/2,-28.3,96.1,64.3
2018/5/3,-28.4,97.7,66
2018/5/4,-29.6,103.5,67.2
2018/5/5,-30.6,104.3,67.4
2018/5/6,-31.4,106.7,68
2018/5/7,-31.5,107.3,70
2018/5/8,-32.2,109.7,70.4
2018/5/9,-32.5,109.5,71.1
2018/5/10,-34,112.8,72.8
2018/5/11,-34.1,112.9,73.8
2018/5/12,-34.1,113.4,75
2018/5/13,-34.8,113.4,75
2018/5/14,-34.4,116.6,76.5
2018/5/15,-34.5,118.2,77.3
2018/5/16,-36.1,121,77.2
2018/5/17,-36.9,123.2,77.6
2018/5/18,-36.4,123.1,79
2018/5/19,-36.5,124.1,79.9
2018/5/20,-36.3,124.5,81.1
2018/5/21,-38.6,126.2,81.7
2018/5/23,-38.5,131,84.2
2018/5/24,-39.2,133.2,85
2018/5/25,-40.1,131,85.6
2018/5/27,-40.9,135.2,87.5
2018/5/28,-42.8,137.4,90.4
2018/5/29,-42.1,137,89.1
2018/5/30,-43.7,139.4,91.3
2018/5/31,-44.2,140.5,89.8
2018/6/1,-44.2,142.6,93
2018/6/2,-44.4,144.2,93.9
2018/6/3,-44.3,144.6,93.3
2018/6/4,-44.3,145.6,93.5
2018/6/5,-45.9,150.1,96.1
2018/6/6,-46.7,152.8,97.5
2018/6/7,-47.1,151.7,98.6
2018/6/8,-47.7,152.5,99.9
2018/6/9,-48.2,152.3,101.1
2018/6/10,-48.9,157.1,101.6
2018/6/11,-49.5,159.4,102.5
2018/6/12,-50.1,162.9,103.2
2018/6/13,-50.6,165.4,104
2018/6/14,-51.2,165.3,106.1
2018/6/15,-52.2,168.4,108.7
2018/6/16,-53,169.9,111.1
2018/6/17,-52.7,168.4,112.2
2018/6/18,-53.2,169.7,116
2018/6/19,-54.5,173,114.2
2018/6/20,-55.5,175.5,115.4
2018/6/21,-55.6,177.1,116.9
2018/6/22,-56.5,179.9,118.8
2018/6/23,-56.5,178.3,118.2
2018/6/24,-56.9,178.9,118.9
2018/6/25,-57.6,181.7,120.8
2018/6/26,-58.1,182.3,121.5
2018/6/27,-58.8,184.1,122.8
2018/6/28,-59.4,185.3,123.8
2018/6/29,-59.5,187.2,124
2018/6/30,-60.2,188.7,124.6
2018/7/1,-59.6,190,125.5
2018/7/2,-59.6,191.4,126.3
2018/7/3,-61.3,193.1,128
2018/7/4,-62.1,194.6,129.3
2018/7/5,-61.6,195.1,129.1
2018/7/6,-61.7,196.1,129.7
2018/7/7,-62.7,197.8,129.7
2018/7/8,-63.2,199.1,130
2018/7/9,-63.9,200.6,130.2
2018/7/10,-64.5,202,130.5
2018/7/11,-64.7,203.4,133.5
2018/7/12,-65.1,204.8,135.2
2018/7/13,-65.4,206.2,137.6
2018/7/14,-66.5,207.5,137.1
2018/7/15,-67.2,208.8,138.1
2018/7/16,-67.9,211.1,138.9
2018/7/17,-68.6,212.9,139.8
2018/7/18,-68.4,214.3,140
2018/7/19,-68.6,215.9,140.6
2018/7/20,-68.6,217.4,141
2018/7/21,-69.7,214.1,140
2018/7/22,-70.2,215.2,139.7
2018/7/23,-69.9,219.5,143.3
2018/7/24,-70,220.8,145.2
2018/7/25,-70.9,221.2,145.7
2018/7/26,-70.2,222,147.1
2018/7/27,-72.1,225.1,147
2018/7/28,-72.7,227,147.7
2018/7/29,-73.1,227.7,148.7
2018/7/30,-73.6,229,149.6
2018/7/31,-74.4,230.6,150.5
