¹Û²âÈÕÆÚ,¦¤X,¦¤Y,¦¤H
2018/4/1,-2.200000001,-0.6,1
2018/4/2,-6.4,13.4,-0.6
2018/4/3,-3.200000001,17.5,3.3
2018/4/4,-2.700000001,19.2,5.8
2018/4/5,-0.8,22.1,9
2018/4/6,-1.600000001,27.4,11.9
2018/4/7,-5.200000001,29,12.2
2018/4/8,-7.4,32.4,13.8
2018/4/9,-10.3,34.9,14.8
2018/4/10,-12.8,37.8,16.1
2018/4/11,-7.500000002,44.6,21.8
2018/4/12,-6.300000001,49.2,25.2
2018/4/13,-5.700000002,51.5,26.9
2018/4/14,-6.9,55.3,21.5
2018/4/15,-7.2,58.3,19.7
2018/4/16,-6.7,58.1,24.6
2018/4/17,-6.600000001,59.5,26.2
2018/4/18,-9.8,65.6,28.3
2018/4/19,-11.3,69.3,30.2
2018/4/20,-13.6,74.2,32.2
2018/4/21,-9.700000001,76.1,39.2
2018/4/22,-8.900000001,79.5,43.7
2018/4/23,-10,79.8,41
2018/4/24,-10.2,82.5,42.4
2018/4/25,-10.8,82.4,43.1
2018/4/26,-11.9,82.5,44.5
2018/4/27,-13.3,82.5,46.3
2018/4/28,-11.7,86.5,44.3
2018/4/29,-11.5,89.1,44.5
2018/4/30,-11.7,87.4,48.4
2018/5/2,-12.3,90,49.6
2018/5/3,-12.6,90.4,51.6
2018/5/4,-11.1,94.1,52.7
2018/5/5,-11,98.1,53.3
2018/5/6,-10.4,100.9,54.3
2018/5/7,-11.5,98.9,53.8
2018/5/8,-12.2,99.5,54.6
2018/5/9,-13.2,101.9,55.2
2018/5/10,-15.7,106.4,57.3
2018/5/11,-13.1,105.1,59
2018/5/12,-13.7,108.5,60.5
2018/5/13,-11.5,104.4,58.8
2018/5/14,-10.9,104.8,58.9
2018/5/15,-9.5,102.9,58.1
2018/5/16,-12.5,107.8,61
2018/5/17,-13.3,109.3,62.1
2018/5/18,-13.8,109.4,62.4
2018/5/19,-14.4,110.2,63.1
2018/5/20,-14.9,110.6,63.6
2018/5/21,-14.5,113.7,65.4
2018/5/23,-13.3,115.6,68.2
2018/5/24,-14.8,117.4,69.9
2018/5/25,-15.3,119.8,69.7
2018/5/27,-13.6,119.8,69.3
2018/5/28,-12.2,122.5,73
2018/5/29,-15.2,119.8,70.7
2018/5/30,-17.3,122.1,72.7
2018/5/31,-13.1,121.8,74.1
2018/6/1,-16.5,123.2,73.4
2018/6/2,-16.1,123.7,73.8
2018/6/3,-16.3,123.7,75
2018/6/4,-16.2,123.9,75.8
2018/6/5,-17.1,126.8,75.9
2018/6/6,-17.5,128.3,76.4
2018/6/7,-17.6,129.7,82.4
2018/6/8,-17.8,131.1,85.7
2018/6/9,-17.9,132.5,83.4
2018/6/10,-18.3,131.4,79.8
2018/6/11,-18.5,131.5,76.9
2018/6/12,-18.8,131,73.7
2018/6/13,-19,132.1,78.2
2018/6/14,-19.5,134,81.7
2018/6/15,-20.1,136.7,87.1
2018/6/16,-20.6,139,87.7
2018/6/17,-19.2,134.5,83
2018/6/18,-18.2,132.1,86.2
2018/6/19,-19.1,138,84.4
2018/6/20,-17.7,139.9,88.6
2018/6/21,-19.6,139.3,86.7
2018/6/22,-16.9,142.4,88.4
2018/6/23,-20.1,141,87.8
2018/6/24,-20.3,141.8,88.4
2018/6/25,-18.9,142.6,86.8
2018/6/26,-20.4,143,85.7
2018/6/27,-20.3,144.4,89.1
2018/6/28,-21,145.3,90.3
2018/6/29,-20.3,147.6,90.4
2018/6/30,-20,149.2,91.1
2018/7/1,-19.3,150.1,93.3
2018/7/2,-18.8,151.3,94.8
2018/7/3,-20.1,151.5,94.4
2018/7/4,-20.5,152.2,95
2018/7/5,-22.3,148.3,93.2
2018/7/6,-23.4,150,92.6
2018/7/7,-19,153.1,93.3
2018/7/8,-17.3,155.5,93.4
2018/7/9,-14.2,158.2,93.8
2018/7/10,-18.6,156.3,95.7
2018/7/11,-21.8,155.4,97.5
2018/7/12,-25.6,154,99.4
2018/7/13,-23.7,157,99.4
2018/7/14,-21,158.7,98.4
2018/7/15,-18.7,161,97.9
2018/7/16,-21.9,161,98.7
2018/7/17,-22.3,162.1,98.9
2018/7/18,-21,162.2,101.4
2018/7/19,-20.5,162.8,102.8
2018/7/20,-19.6,163.1,104.8
2018/7/21,-21.8,163.3,103.6
2018/7/22,-22.4,163.5,100.8
2018/7/23,-22.5,165.9,101.4
2018/7/24,-22.8,167.3,102.6
2018/7/25,-22,166.7,105.5
2018/7/26,-21.7,167.1,106.1
2018/7/27,-22.6,169.6,106.8
2018/7/28,-22.9,171,107.5
2018/7/29,-22.4,171.6,109.3
2018/7/30,-22.3,172.6,110.6
2018/7/31,-22.6,174.7,108.9
2018/8/1,-22.7,176.2,108.7
2018/8/2,-23,173.7,109.8
2018/8/3,-23.2,173.2,111.1
2018/8/4,-23.3,175.2,110.5
2018/8/5,-22.2,175.9,110.9
2018/8/6,-23.7,176.5,111.4
2018/8/7,-23.9,177.1,111.9
2018/8/8,-24,178.2,112.7
2018/8/9,-24.1,179,113.4
2018/8/10,-23.7,179.7,114.4
2018/8/11,-23.5,180.4,115.3
2018/8/12,-23.2,181.1,116.3
2018/8/13,-24.6,181.4,116.1
2018/8/14,-25.1,181.9,116.5
2018/8/15,-23.8,182.7,115.4
2018/8/16,-23.4,183.3,115.1
2018/8/17,-22.5,184,114.4
2018/8/18,-21.8,184.6,113.9
2018/8/19,-21,185.2,113.3
2018/8/20,-25.1,188,119
2018/8/21,-26.7,189.7,121.6
2018/8/22,-26.1,189.7,122.1
2018/8/23,-26.6,190.5,123.7
2018/8/24,-26.5,190.9,124.8
2018/8/25,-26.4,193.8,123.1
2018/8/26,-26.3,195.4,122.8
2018/8/27,-26.4,194.5,124.5
2018/8/28,-26.4,194.8,125.2
2018/8/29,-27,193.9,124.1
2018/8/30,-27.3,193.6,123.9
2018/8/31,-26.1,196.9,125.9
2018/9/1,-25.6,198.4,126.8
2018/9/2,-24.7,200.8,128.3
2018/9/3,-27.9,198.8,126.4
2018/9/4,-29,199,126.2
2018/9/5,-27.1,201.7,127.4
2018/9/6,-26.7,203.1,127.9
2018/9/7,-26.6,201.1,129
2018/9/8,-26.3,200.8,129.8
2018/9/9,-28.6,201.3,129.9
2018/9/10,-29.6,201.4,130.4
2018/9/11,-29.5,205.6,131.8
2018/9/12,-29.9,207.7,132.8
2018/9/13,-29.1,207,130.1
2018/9/14,-28.9,207.7,129.3
2018/9/15,-30.3,209,134
2018/9/16,-30.9,210,136
2018/9/17,-31.9,211.1,139.4
2018/9/18,-30.7,212.7,136.1
2018/9/19,-30.6,214,136.2
2018/9/20,-27.9,214.7,136.3
2018/9/21,-26.5,215.7,136.4
2018/9/22,-29.1,216.3,137.5
2018/9/23,-29.7,217.1,138.1
2018/9/24,-31.3,217.8,139
2018/9/25,-32.5,218.1,142.6
2018/9/26,-33.9,218.6,144.9
2018/9/27,-35.2,219,147.9
2018/9/28,-32.3,220.6,144.2
2018/9/29,-31.5,221.6,143.9
2018/9/30,-32.8,224.3,143
2018/10/1,-33,226.1,142.4
2018/10/2,-33.7,228.3,144.7
2018/10/3,-33.6,228,147.7
2018/10/4,-33.9,228.9,150.4
2018/10/5,-34,229.2,153.3
2018/10/6,-34.2,229.8,153.1
2018/10/7,-33.8,231.4,149.5
2018/10/8,-33.7,232.5,147.6
2018/10/9,-32.7,230.6,149
2018/10/10,-32.1,230.2,148.8
2018/10/11,-33.1,233.7,149.2
2018/10/12,-32.5,231.2,148.1
2018/10/13,-31.4,235.2,151
2018/10/14,-32.8,233.9,150.1
2018/10/15,-33.4,237.6,151.7
2018/10/16,-33.1,240.8,154.5
2018/10/17,-33.6,242.6,155.7
2018/10/18,-32.6,238.1,153.6
2018/10/19,-35.5,240,155
2018/10/20,-37.2,241.3,154.7
2018/10/21,-39.3,242.8,155.3
2018/10/22,-40.9,244,155.5
2018/10/23,-38,245.7,156.1
2018/10/24,-35.6,242.7,155.6
2018/10/25,-32.9,242,155.7
2018/10/26,-34.2,244.7,153.9
2018/10/27,-33.5,245.7,153.1
2018/10/28,-35.6,246.3,156.7
2018/10/29,-36.3,247.1,158.1
2018/10/30,-34.8,246.5,159.1
2018/10/31,-34.4,246.6,160.3
2018/11/1,-36.5,248.8,159
2018/11/2,-37.3,249.9,159
2018/11/3,-33.8,250.2,161.8
2018/11/4,-32.4,250.9,163.2
2018/11/5,-35.7,249.6,161.5
2018/11/6,-36.6,249.3,161.4
2018/11/7,-38.7,250.5,160.5
2018/11/8,-37.2,254.1,161.9
2018/11/9,-37.5,256.5,162.2
2018/11/10,-36.9,259.5,163.1
2018/11/11,-36.5,254.9,163.4
2018/11/12,-36,254.1,164
2018/11/13,-35.5,254.4,164.5
2018/11/14,-37.9,257.6,163.8
2018/11/15,-38.8,259.3,163.7
2018/11/16,-37.3,258.8,164
2018/11/17,-37,259.4,164.1
2018/11/18,-36.1,259.4,164.3
2018/11/19,-35.5,259.7,164.5
2018/11/20,-39.3,260.5,166.8
2018/11/21,-40.9,261,168.1
2018/11/22,-38.4,263.6,167.9
2018/11/23,-37.9,265.1,168.5
2018/11/24,-39.4,264.8,167.7
2018/11/25,-39.9,265.4,167.6
2018/11/26,-39,266.1,169.3
2018/11/27,-38.8,266.7,170.1
2018/11/28,-37.7,269.2,170
2018/11/29,-37,270.7,170.4
2018/11/30,-40.7,267.9,172.3
2018/12/1,-42.2,267.2,173.5
2018/12/2,-37.7,270,172.6
2018/12/3,-36.2,271,172.8
2018/12/4,-39.9,271.9,173.7
2018/12/5,-41,272.8,174.3
2018/12/6,-39.2,273,176.5
