¹Û²âÈÕÆÚ,¦¤X,¦¤Y,¦¤H
2018/4/1,1.099999999,2.9,0.6
2018/4/2,3.699999999,6.7,3.5
2018/4/3,-1.400000001,11.5,8.6
2018/4/4,-3.400000001,15.3,11.5
2018/4/5,-6.9,19.6,15.5
2018/4/6,-5.6,23.6,17
2018/4/7,-1.8,23.1,13.5
2018/4/8,0.8,24.8,12.5
2018/4/9,3.999999999,25.4,10.3
2018/4/10,1.3,33.4,17.9
2018/4/11,-3.500000001,42.6,25.4
2018/4/12,-3.1,45.4,25.7
2018/4/13,-2.900000001,46.8,25.9
2018/4/14,-4.6,50.9,26.5
2018/4/15,-5.300000001,53.6,26.9
2018/4/16,-5.000000001,53.3,29.1
2018/4/17,-5.200000001,54.5,30.4
2018/4/18,-3.400000001,68.4,35.8
2018/4/19,-2.600000002,75.9,39.2
2018/4/20,-1.3,77.7,43.6
2018/4/21,-6.4,72.5,42
2018/4/22,-8.300000001,70.8,43.4
2018/4/23,-7.800000001,76.2,44
2018/4/24,-6.7,78.9,45.5
2018/4/25,-8.5,79.2,45.9
2018/4/26,-9.300000002,86.7,46.565
2018/4/27,-7.100000001,89.7,51.2
2018/4/28,-6.7,83.4,49.5
2018/4/29,-4.9,89,53.5
2018/4/30,-8.100000001,84.8,50
2018/5/2,-7.2,87.1,53.7
2018/5/3,-8.000000002,86.3,56.8
2018/5/4,-7.800000001,84.4,54.6
2018/5/5,-8.300000001,92,57.3
2018/5/6,-8.400000001,90.8,59.5
2018/5/7,-5.800000001,99.6,57.8
2018/5/8,-3.700000001,103.4,58
2018/5/9,-8.000000002,95.7,56.9
2018/5/10,-6.7,100.7,58
2018/5/11,-8.2,97.4,60.5
2018/5/12,-9.600000001,96.4,61.4
2018/5/13,-10.1,99.9,59.9
2018/5/14,-9.100000001,100.85,61.05
2018/5/15,-8.100000001,101.8,62.2
2018/5/16,-10,101.9,61.6
2018/5/17,-9.900000001,102.9,62.5
2018/5/18,-9.400000001,103.9,63.5
2018/5/19,-9.100000001,104.9,64.5
2018/5/20,-8.7,105.9,65.5
2018/5/21,-10.4,105,60.4
2018/5/23,-10.3,109.4,68.9
2018/5/24,-11.1,110.6,72.2
2018/5/25,-9.900000001,112.8,72
2018/5/27,-9.900000001,113.8,72.6
