date,x,y,z,dis_xy,sum_xy
2018-04-01,-0.3,0.1,-0.2,,
2018-04-02,-0.8,15.3,8.3,15.208221460775748,15.208221460775748
2018-04-03,0.400000001,17.5,10.7,2.505992817707185,17.714214278482935
2018-04-04,0.900000001,18.6,11.8,1.2083045973594584,18.922518875842393
2018-04-05,1.8,20.2,13.6,1.835755974578319,20.75827485042071
2018-04-06,2.500000001,27.5,15.1,7.333484847015095,28.091759697435805
2018-04-07,-2.1,30.5,17.6,5.491812087936003,33.58357178537181
2018-04-08,-4.000000001,35.6,19.6,5.442425930024222,39.02599771539603
2018-04-09,-7.2,39.6,21.9,5.122499389321584,44.14849710471761
2018-04-10,-5.7,44.1,24.1,4.743416490252569,48.891913594970184
2018-04-11,-3.500000001,48.8,28.0,5.189412297707705,54.08132589267789
2018-04-12,-4.000000001,53.1,31.1,4.328972164382677,58.410298057060565
2018-04-13,-4.199999999,55.2,32.7,2.1095023107832818,60.51980036784385
2018-04-14,-4.1,59.9,34.1,4.701063709395988,65.22086407723984
2018-04-15,-4.1,63.3,35.6,3.3999999999999986,68.62086407723984
2018-04-16,-3.500000001,62.4,36.0,1.0816653820844953,69.70252945932434
2018-04-17,-3.1999999989999997,63.6,37.0,1.2369316881703722,70.93946114749471
2018-04-18,-4.999999999,71.1,38.7,7.712976079309458,78.65243722680417
2018-04-19,-5.7,75.4,40.1,4.35660418231908,83.00904140912324
2018-04-20,-6.9,81.3,41.7,6.02079728939614,89.02983869851938
2018-04-21,-6.299999999,82.1,48.4,1.000000000599998,90.02983869911938
2018-04-22,-6.600000001000001,85.4,52.6,3.313608305337261,93.34344700445664
2018-04-23,-6.299999999,85.7,50.0,0.4242640701261407,93.76771107458278
2018-04-24,-6.299999999,88.4,51.2,2.700000000000003,96.46771107458278
2018-04-25,-5.7,88.0,51.0,0.7211102542607504,97.18882132884353
2018-04-26,-5.1,87.9,52.9,0.6082762530298216,97.79709758187336
2018-04-27,-4.1,89.9,54.4,2.23606797749979,100.03316555937315
2018-04-28,-4.999999999,91.0,49.9,1.4212670397219476,101.4544325990951
2018-04-29,-4.9,93.8,51.4,2.8017851451886857,104.25621774428379
2018-04-30,-5.4,92.0,50.9,1.8681541692269377,106.12437191351073
2018-05-01,-5.550000000000001,93.5,51.9,1.5074813431681335,107.63185325667887
2018-05-02,-5.7,95.0,52.9,1.5074813431681335,109.139334599847
2018-05-03,-5.999999999,95.4,53.5,0.4999999994000044,109.63933459924701
2018-05-04,-3.1999999989999997,99.6,54.3,5.047771785649576,114.68710638489658
2018-05-05,-4.499999999,101.2,54.6,2.061552812808837,116.74865919770542
2018-05-06,-3.9,105.7,57.8,4.539823784994303,121.28848298269972
2018-05-07,-3.500000001,103.7,54.9,2.0396078052409976,123.32809078794071
2018-05-08,-0.599999999,104.7,58.2,3.0675723319263395,126.39566311986705
2018-05-09,-5.1,102.6,53.5,4.965883608080241,131.36154672794729
2018-05-10,-7.5,104.8,54.4,3.2557641192199434,134.61731084716723
2018-05-11,-5.1,104.9,55.7,2.4020824298928636,137.0193932770601
2018-05-12,-6.5,105.8,54.9,1.6643316977093194,138.6837249747694
2018-05-13,-5.2,105.3,53.5,1.3928388277184118,140.0765638024878
2018-05-14,-3.8,104.7,55.0,1.5231546211727798,141.5997184236606
2018-05-15,-2.3999999990000003,104.1,55.1,1.5231546220919296,143.12287304575253
2018-05-16,-4.199999999,107.4,53.7,3.75898922584251,146.88186227159503
2018-05-17,-4.4,108.7,53.1,1.315294643948645,148.19715691554367
2018-05-18,-4.000000001,108.2,55.1,0.6403124231185899,148.83746933866226
2018-05-19,-3.9,108.6,55.8,0.41231056280429346,149.24977990146655
2018-05-20,-3.6,108.5,57.2,0.31622776601683594,149.56600766748338
2018-05-21,-4.4,112.0,57.3,3.5902646142032486,153.15627228168663
2018-05-22,-4.1,112.65,58.349999999999994,0.7158910531638232,153.87216333485046
2018-05-23,-3.8,113.3,59.4,0.7158910531638099,154.58805438801426
2018-05-24,-3.8,114.9,60.2,1.6000000000000085,156.18805438801428
2018-05-25,-4.300000001,116.8,59.8,1.964688270693335,158.1527426587076
2018-05-26,-4.6000000005,116.35,59.7,0.5408326910422505,158.69357534974986
2018-05-27,-4.9,115.9,59.6,0.5408326910422392,159.2344080407921
2018-05-28,-6.100000001000001,117.0,59.0,1.6278820603471211,160.86229010113922
2018-05-29,-5.499999999,115.8,59.2,1.341640787394304,162.20393088853353
2018-05-30,-6.299999999,115.6,60.5,0.8246211251235326,163.02855201365708
2018-05-31,-8.099999999,119.3,61.4,4.1146081222882,167.14316013594527
2018-06-01,-4.1,118.5,60.3,4.079215609893647,171.22237574583892
2018-06-02,-3.000000001,119.9,60.2,1.780449380858668,173.0028251266976
2018-06-03,-4.1,119.9,59.5,1.0999999989999996,174.1028251256976
2018-06-04,-4.1,120.6,59.1,0.6999999999999886,174.80282512569758
2018-06-05,-4.499999999,122.5,60.5,1.941648783688755,176.74447390938633
2018-06-06,-4.7,123.8,61.0,1.315294643948645,178.05976855333498
2018-06-07,-4.800000001,124.9,61.7,1.1045361018092703,179.16430465514424
2018-06-08,-4.9,126.1,62.3,1.2041594577961727,180.36846411294042
2018-06-09,-4.999999999,127.2,63.0,1.104536101628199,181.47300021456863
2018-06-10,-5.1,125.8,62.2,1.4035668848330727,182.8765670994017
2018-06-11,-5.2,125.6,62.2,0.22360679774998174,183.1001738971517
2018-06-12,-5.300000001,124.8,61.8,0.8062257749538868,183.90639967210558
2018-06-13,-8.099999999,128.5,61.9,4.640043102041189,188.54644277414675
