date,x,y,z,dis_xy,sum_xy
2018-04-01,-2.200000001,-0.6,1.0,,
2018-04-02,-6.4,13.4,-0.6,14.616429112187422,14.616429112187422
2018-04-03,-3.2000000010000003,17.5,3.3,5.200961448963066,19.81739056115049
2018-04-04,-2.7000000010000003,19.2,5.8,1.7720045146669343,21.589395075817425
2018-04-05,-0.8,22.1,9.0,3.4669871652199715,25.056382241037397
2018-04-06,-1.600000001,27.4,11.9,5.360037313452209,30.416419554489607
2018-04-07,-5.200000001,29.0,12.2,3.939543120718443,34.35596267520805
2018-04-08,-7.4,32.4,13.8,4.049691345720065,38.40565402092811
2018-04-09,-10.3,34.9,14.8,3.8288379438153295,42.23449196474344
2018-04-10,-12.8,37.8,16.1,3.828837943815328,46.06332990855877
2018-04-11,-7.500000002,44.6,21.8,8.621484789686754,54.684814698245525
2018-04-12,-6.300000001,49.2,25.2,4.753945729854308,59.43876042809983
2018-04-13,-5.700000002,51.5,26.9,2.3769728645485175,61.81573329264835
2018-04-14,-6.9,55.3,21.5,3.9849717684319894,65.80070506108034
2018-04-15,-7.2,58.3,19.7,3.014962686336267,68.8156677474166
2018-04-16,-6.7,58.1,24.6,0.5385164807134488,69.35418422813005
2018-04-17,-6.600000001000001,59.5,26.2,1.4035668846905716,70.75775111282063
2018-04-18,-9.8,65.6,28.3,6.888396039253255,77.64614715207388
2018-04-19,-11.3,69.3,30.2,3.9924929555354285,81.6386401076093
2018-04-20,-13.6,74.2,32.2,5.412947441089748,87.05158754869905
2018-04-21,-9.700000001,76.1,39.2,4.338202391797779,91.38978994049683
2018-04-22,-8.900000001,79.5,43.7,3.4928498393146015,94.88263977981143
2018-04-23,-10.0,79.8,41.0,1.1401754241343731,96.0228152039458
2018-04-24,-10.2,82.5,42.4,2.7073972741361794,98.73021247808198
2018-04-25,-10.8,82.4,43.1,0.6082762530298225,99.33848873111181
2018-04-26,-11.9,82.5,44.5,1.1045361017187252,100.44302483283053
2018-04-27,-13.3,82.5,46.3,1.4000000000000004,101.84302483283054
2018-04-28,-11.7,86.5,44.3,4.308131845707604,106.15115667853814
2018-04-29,-11.5,89.1,44.5,2.6076809620810537,108.75883764061919
2018-04-30,-11.7,87.4,48.4,1.7117242768623575,110.47056191748155
2018-05-01,-12.0,88.7,49.0,1.3341664064126308,111.80472832389418
2018-05-02,-12.3,90.0,49.6,1.3341664064126308,113.13889473030682
2018-05-03,-12.6,90.4,51.6,0.5000000000000039,113.63889473030682
2018-05-04,-11.1,94.1,52.7,3.992492955535415,117.63138768584223
2018-05-05,-11.0,98.1,53.3,4.001249804748512,121.63263749059074
2018-05-06,-10.4,100.9,54.3,2.8635642126552816,124.49620170324602
2018-05-07,-11.5,98.9,53.8,2.2825424421026654,126.77874414534868
2018-05-08,-12.2,99.5,54.6,0.9219544457292844,127.70069859107797
2018-05-09,-13.2,101.9,55.2,2.6000000000000054,130.30069859107797
2018-05-10,-15.7,106.4,57.3,5.1478150704935,135.44851366157147
2018-05-11,-13.1,105.1,59.0,2.9068883707497313,138.3554020323212
2018-05-12,-13.7,108.5,60.5,3.452535300326419,141.8079373326476
2018-05-13,-11.5,104.4,58.8,4.652956049652731,146.46089338230036
2018-05-14,-10.9,104.8,58.9,0.7211102550927929,147.18200363739314
2018-05-15,-9.5,102.9,58.1,2.3600847442411825,149.54208838163433
2018-05-16,-12.5,107.8,61.0,5.745432968889283,155.2875213505236
2018-05-17,-13.3,109.3,62.1,1.7000000000000004,156.9875213505236
2018-05-18,-13.8,109.4,62.4,0.5099019513592802,157.49742330188286
2018-05-19,-14.4,110.2,63.1,0.9999999999999976,158.49742330188286
2018-05-20,-14.9,110.6,63.6,0.6403124237432796,159.13773572562613
2018-05-21,-14.5,113.7,65.4,3.125699921617565,162.26343564724368
2018-05-22,-13.9,114.65,66.80000000000001,1.1236102527122138,163.3870458999559
2018-05-23,-13.3,115.6,68.2,1.1236102527122018,164.5106561526681
2018-05-24,-14.8,117.4,69.9,2.3430749027720053,166.8537310554401
2018-05-25,-15.3,119.8,69.7,2.4515301344262443,169.30526118986634
2018-05-26,-14.45,119.8,69.5,0.8500000000000014,170.15526118986634
2018-05-27,-13.6,119.8,69.3,0.8499999999999996,171.00526118986633
2018-05-28,-12.2,122.5,73.0,3.0413812651491123,174.04664245501544
2018-05-29,-15.2,119.8,70.7,4.036087214122115,178.08272966913756
2018-05-30,-17.3,122.1,72.7,3.114482300479486,181.19721196961706
2018-05-31,-13.1,121.8,74.1,4.210700654285461,185.40791262390252
2018-06-01,-16.5,123.2,73.4,3.6769552621700496,189.08486788607257
2018-06-02,-16.1,123.7,73.8,0.640312423743284,189.72518030981587
2018-06-03,-16.3,123.7,75.0,0.1999999999999993,189.92518030981586
2018-06-04,-16.2,123.9,75.8,0.22360679774998216,190.14878710756585
2018-06-05,-17.1,126.8,75.9,3.0364452901377876,193.18523239770363
2018-06-06,-17.5,128.3,76.4,1.5524174696260158,194.73764986732965
2018-06-07,-17.6,129.7,82.4,1.4035668847617973,196.14121675209145
2018-06-08,-17.8,131.1,85.7,1.4142135623731005,197.55543031446456
2018-06-09,-17.9,132.5,83.4,1.4035668847618255,198.9589971992264
2018-06-10,-18.3,131.4,79.8,1.1704699910719578,200.12946719029836
2018-06-11,-18.5,131.5,76.9,0.2236067977499758,200.35307398804832
2018-06-12,-18.8,131.0,73.7,0.5830951894845304,200.93616917753286
2018-06-13,-19.0,132.1,78.2,1.1180339887498891,202.05420316628275
2018-06-14,-19.5,134.0,81.7,1.9646882704388555,204.0188914367216
2018-06-15,-20.1,136.7,87.1,2.7658633371878554,206.78475477390944
2018-06-16,-20.6,139.0,87.7,2.3537204591879752,209.1384752330974
2018-06-17,-19.2,134.5,83.0,4.712748667179272,213.8512239002767
2018-06-18,-18.2,132.1,86.2,2.6000000000000054,216.4512239002767
2018-06-19,-19.1,138.0,84.4,5.968249324550715,222.4194732248274
2018-06-20,-17.7,139.9,88.6,2.3600847442411954,224.7795579690686
2018-06-21,-19.6,139.3,86.7,1.9924858845171278,226.77204385358573
2018-06-22,-16.9,142.4,88.4,4.11096095821889,230.88300481180462
2018-06-23,-20.1,141.0,87.8,3.492849839314601,234.37585465111923
2018-06-24,-20.3,141.8,88.4,0.824621125123543,235.20047577624277
2018-06-25,-18.9,142.6,86.8,1.6124515496597034,236.81292732590248
2018-06-26,-20.4,143.0,85.7,1.5524174696260038,238.36534479552847
2018-06-27,-20.3,144.4,89.1,1.4035668847618255,239.7689116802903
2018-06-28,-21.0,145.3,90.3,1.140175425099142,240.90908710538943
2018-06-29,-20.3,147.6,90.4,2.4041630560342453,243.31325016142367
