date,x,y,z,dis_xy,sum_xy
2018-04-01,1.099999999,2.9,0.6,,
2018-04-02,3.6999999989999997,6.7,3.5,4.604345773288535,4.604345773288535
2018-04-03,-1.400000001,11.5,8.6,7.003570517957251,11.607916291245786
2018-04-04,-3.4000000010000004,15.3,11.5,4.294182110716778,15.902098401962565
2018-04-05,-6.9,19.6,15.5,5.544366509620374,21.44646491158294
2018-04-06,-5.6,23.6,17.0,4.205948168962618,25.652413080545557
2018-04-07,-1.8,23.1,13.5,3.83275357934736,29.48516665989292
2018-04-08,0.8,24.8,12.5,3.106444913401813,32.591611573294735
2018-04-09,3.999999999,25.4,10.3,3.255764118237069,35.8473756915318
2018-04-10,1.3,33.4,17.9,8.4433405708049,44.2907162623367
2018-04-11,-3.500000001,42.6,25.4,10.376897417320848,54.66761367965755
2018-04-12,-3.1,45.4,25.7,2.8284271248876087,57.49604080454516
2018-04-13,-2.9000000010000004,46.8,25.9,1.4142135622316723,58.91025436677683
2018-04-14,-4.6,50.9,26.5,4.438468203851415,63.34872257062825
2018-04-15,-5.300000001,53.6,26.9,2.7892651364472356,66.13798770707548
2018-04-16,-5.000000001,53.3,29.1,0.4242640687119314,66.56225177578742
2018-04-17,-5.200000001,54.5,30.4,1.2165525060596467,67.77880428184706
2018-04-18,-3.4000000010000004,68.4,35.8,14.016062214473799,81.79486649632085
2018-04-19,-2.600000002,75.9,39.2,7.542545989147166,89.33741248546802
2018-04-20,-1.3,77.7,43.6,2.2203603322884304,91.55777281775646
2018-04-21,-6.4,72.5,42.0,7.28354309385206,98.84131591160852
2018-04-22,-8.300000001,70.8,43.4,2.5495097575416357,101.39082566915016
2018-04-23,-7.800000001,76.2,44.0,5.4230987451825055,106.81392441433266
2018-04-24,-6.7,78.9,45.5,2.9154759477999495,109.72940036213261
2018-04-25,-8.5,79.2,45.9,1.8248287590894652,111.55422912122208
2018-04-26,-9.300000002,86.7,46.565,7.542545989465361,119.09677511068745
2018-04-27,-7.100000001000001,89.7,51.2,3.7202150481390186,122.81699015882647
2018-04-28,-6.7,83.4,49.5,6.312685640898014,129.12967579972448
2018-04-29,-4.9,89.0,53.5,5.8821764679410915,135.01185226766557
2018-04-30,-8.100000001,84.8,50.0,5.28015151358368,140.29200378124926
2018-05-01,-7.6500000005,85.94999999999999,51.85,1.2349089037050385,141.5269126849543
2018-05-02,-7.2,87.1,53.7,1.234908903705052,142.76182158865936
2018-05-03,-8.000000002,86.3,56.8,1.1313708513126877,143.89319243997204
2018-05-04,-7.800000001,84.4,54.6,1.9104973175589564,145.803689757531
2018-05-05,-8.300000001,92.0,57.3,7.61642960973184,153.42011936726286
2018-05-06,-8.400000001,90.8,59.5,1.2041594578792323,154.62427882514208
2018-05-07,-5.800000001,99.6,57.8,9.176055797563567,163.80033462270566
2018-05-08,-3.7000000010000003,103.4,58.0,4.341658669218492,168.14199329192417
2018-05-09,-8.000000002,95.7,56.9,8.819297024627305,176.96129031655147
2018-05-10,-6.7,100.7,58.0,5.166236541739064,182.12752685829054
2018-05-11,-8.2,97.4,60.5,3.624913792078369,185.7524406503689
2018-05-12,-9.600000001,96.4,61.4,1.720465054222259,187.47290570459114
2018-05-13,-10.1,99.9,59.9,3.535533905791316,191.00843961038245
2018-05-14,-9.100000001,100.85,61.05,1.3793114216883648,192.3877510320708
2018-05-15,-8.100000001,101.8,62.2,1.3793114224133742,193.76706245448418
2018-05-16,-10.0,101.9,61.6,1.9026297580454277,195.6696922125296
2018-05-17,-9.900000001,102.9,62.5,1.0049875620125852,196.6746797745422
2018-05-18,-9.400000001,103.9,63.5,1.118033988749895,197.79271376329208
2018-05-19,-9.100000001,104.9,64.5,1.0440306508910553,198.83674441418313
2018-05-20,-8.7,105.9,65.5,1.0770329617982917,199.91377737598143
2018-05-21,-10.4,105.0,60.4,1.9235384061671381,201.83731578214855
2018-05-22,-10.350000000000001,107.2,64.65,2.200568108466541,204.0378838906151
2018-05-23,-10.3,109.4,68.9,2.2005681084665416,206.23845199908163
2018-05-24,-11.1,110.6,72.2,1.4422205101855856,207.68067250926723
2018-05-25,-9.900000001,112.8,72.0,2.5059928167494836,210.1866653260167
2018-05-26,-9.900000001,113.3,72.3,0.5,210.6866653260167
2018-05-27,-9.900000001,113.8,72.6,0.5,211.1866653260167
2018-05-28,-9.300000002,117.4,73.1,3.649657518014541,214.83632284403126
2018-05-29,-9.700000001,115.3,73.4,2.137755832456091,216.97407867648735
2018-05-30,-8.2,120.0,74.5,4.933558553721647,221.907637230209
2018-05-31,-7.500000002,118.7,75.4,1.4764823050751374,223.38411953528413
2018-06-01,-12.0,113.2,76.2,7.106335200509472,230.4904547357936
2018-06-02,-13.9,109.8,77.1,3.8948684188300944,234.3853231546237
2018-06-03,-12.6,116.1,75.4,6.4327288144301535,240.81805196905387
2018-06-04,-12.9,117.5,75.0,1.431782106327641,242.2498340753815
2018-06-05,-12.0,118.2,79.3,1.14017542509914,243.39000950048063
2018-06-06,-11.7,119.2,81.3,1.0440306508910553,244.43404015137168
2018-06-07,-12.7,121.4,81.0,2.4166091947189168,246.8506493460906
2018-06-08,-13.0,123.0,81.9,1.6278820596099652,248.47853140570055
2018-06-09,-13.6,124.9,82.2,1.9924858845171327,250.47101729021767
2018-06-10,-13.5,122.6,85.2,2.302172886644279,252.77319017686196
2018-06-11,-13.7,122.4,86.9,0.28284271247461046,253.05603288933656
2018-06-12,-13.7,121.1,89.3,1.3000000000000114,254.35603288933657
2018-06-13,-13.7,120.4,87.9,0.6999999999999886,255.05603288933656
