date,x,y,z,dis_xy,sum_xy
2018-04-01,1.3,1.1,1.2,,
2018-04-02,3.9,13.5,28.5,12.669648771769484,12.669648771769484
2018-04-03,-0.7000000009999999,17.2,32.0,5.903388858037389,18.573037629806873
2018-04-04,-2.3,19.6,34.4,2.884441019816493,21.457478649623365
2018-04-05,-5.4,22.6,37.4,4.313930922024599,25.771409571647965
2018-04-06,-7.7,25.3,40.1,3.546829570193639,29.318239141841605
2018-04-07,-4.700000001,29.6,40.3,5.2430906909951505,34.561329832836755
2018-04-08,-4.300000001,33.1,41.8,3.5227829907617076,38.08411282359846
2018-04-09,-2.600000002,37.0,42.7,4.254409476836943,42.3385223004354
2018-04-10,-1.5,40.7,43.9,3.8600518136937,46.1985741141291
2018-04-11,-6.200000002,46.3,49.7,7.310950691859435,53.509524805988534
2018-04-12,-7.7,51.4,53.1,5.3160135434364735,58.82553834942501
2018-04-13,-8.400000001,53.3,54.8,2.0248456734773628,60.850384022902375
2018-04-14,-6.700000002,56.3,56.0,3.448187929420321,64.2985719523227
2018-04-15,-6.200000002,58.7,57.5,2.451530134426258,66.75010208674897
2018-04-16,-6.9,59.8,60.0,1.303840479966774,68.05394256671575
2018-04-17,-7.000000001,61.5,62.0,1.7029386366513648,69.75688120336712
2018-04-18,-7.4,65.0,63.9,3.5227829906481607,73.27966419401528
2018-04-19,-7.600000001000001,67.6,65.9,2.60768096215775,75.88734515617303
2018-04-20,-7.900000001,70.6,67.9,3.014962686336267,78.90230784250929
2018-04-21,-8.600000001,76.8,73.3,6.2393909959226015,85.14169883843189
2018-04-22,-9.100000001,81.4,77.0,4.627094120503719,89.7687929589356
2018-04-23,-9.100000001,80.5,75.7,0.9000000000000057,90.66879295893561
2018-04-24,-9.400000001,83.2,77.5,2.716615541441228,93.38540850037684
2018-04-25,-9.600000001,83.2,77.8,0.1999999999999993,93.58540850037684
2018-04-26,-9.700000001,82.6,77.2,0.6082762530298303,94.19368475340667
2018-04-27,-9.900000001,82.1,77.0,0.5385164807134508,94.73220123412013
2018-04-28,-10.4,87.6,78.6,5.522680508503095,100.25488174262323
2018-04-29,-10.8,90.9,79.9,3.3241540277189436,103.57903577034217
2018-04-30,-9.800000002,88.7,81.7,2.416609193891311,105.99564496423348
2018-05-01,-9.400000001,90.7,82.80000000000001,2.03960780563323,108.0352527698667
2018-05-02,-9.0,92.7,83.9,2.03960780563323,110.07486057549993
2018-05-03,-6.300000001,96.6,88.4,4.7434164896833515,114.81827706518328
2018-05-04,-6.500000001,99.7,92.2,3.106444913401822,117.9247219785851
2018-05-05,-7.500000002,98.2,86.6,1.8027756382866948,119.72749761687179
2018-05-06,-5.000000001,98.8,88.3,2.5709920274088742,122.29848964428066
2018-05-07,-9.0,102.5,91.1,5.448853089596013,127.74734273387668
2018-05-08,-10.2,102.3,90.7,1.2165525060596438,128.96389523993633
2018-05-09,-9.2,99.8,89.1,2.692582403567252,131.6564776435036
2018-05-10,-9.5,106.6,94.1,6.806614430096651,138.46309207360025
2018-05-11,-8.100000001,103.3,92.1,3.5846896653964317,142.0477817389967
2018-05-12,-5.500000001,103.6,92.6,2.6172504656604794,144.66503220465717
2018-05-13,-10.3,102.4,92.0,4.947726749771048,149.61275895442822
2018-05-14,-8.600000001,103.7,93.1,2.140093455108911,151.75285240953713
2018-05-15,-10.1,103.7,93.4,1.499999999,153.25285240853714
2018-05-16,-8.500000002,105.8,92.5,2.640075755276726,155.89292816381385
2018-05-17,-8.400000001,106.8,92.2,1.0049875622115927,156.89791572602545
2018-05-18,-15.6,101.6,92.7,8.881441323659129,165.77935704968456
2018-05-19,-19.1,99.5,92.8,4.0816663263917095,169.86102337607628
2018-05-20,-24.4,95.8,93.1,6.463745044476924,176.3247684205532
2018-05-21,-18.8,104.9,90.3,10.685036265731629,187.00980468628484
2018-05-22,-18.0,108.6,94.6,3.785498646149529,190.79530333243437
2018-05-23,-17.2,112.3,98.9,3.785498646149543,194.5808019785839
2018-05-24,-14.7,118.3,101.3,6.5,201.0808019785839
2018-05-25,-20.9,112.4,100.0,8.558621384311838,209.63942336289574
2018-05-26,-21.0,113.6,100.4,1.2041594578792183,210.84358282077497
2018-05-27,-21.1,114.8,100.8,1.2041594578792325,212.0477422786542
2018-05-28,-17.7,116.8,100.3,3.9446165846632057,215.9923588633174
2018-05-29,-21.0,114.8,101.7,3.858756276314948,219.85111513963236
2018-05-30,-20.8,120.1,102.5,5.303772242470445,225.1548873821028
2018-05-31,-23.2,122.3,103.8,3.255764119219942,228.41065150132275
2018-06-01,-20.3,116.3,102.4,6.664082832618454,235.0747343339412
2018-06-02,-20.0,114.4,102.4,1.9235384061671261,236.99827274010832
2018-06-03,-20.4,118.2,103.4,3.820994634908557,240.81926737501686
2018-06-04,-20.4,119.1,103.9,0.8999999999999915,241.71926737501684
2018-06-05,-21.2,121.6,104.4,2.6248809496813377,244.34414832469818
2018-06-06,-21.6,123.3,104.9,1.7464249196573014,246.09057324435548
2018-06-07,-23.5,121.9,107.3,2.360084744241183,248.45065798859667
2018-06-08,-24.6,122.0,108.8,1.104536101718727,249.5551940903154
2018-06-09,-26.1,121.3,110.8,1.655294535724686,251.2104886260401
2018-06-10,-23.8,125.1,108.5,4.44184646290256,255.65233508894266
2018-06-11,-23.4,126.6,108.4,1.552417469626003,257.20475255856866
2018-06-12,-22.0,129.2,107.2,2.9529646120466744,260.15771717061534
2018-06-13,-21.1,131.3,106.7,2.2847319317591928,262.44244910237455
2018-06-14,-23.9,127.3,107.9,4.882622246293491,267.325071348668
