date,x,y,z,dis_xy,sum_xy
2018-04-01,0.0,0.7,0.8,,
2018-04-02,0.0,1.5,1.8,0.8,0.8
2018-04-03,0.2,1.9,0.2,0.44721359549995787,1.247213595499958
2018-04-04,0.300000002,2.4,-0.2,0.5099019517515108,1.7571155472514688
2018-04-05,0.5,2.8,-1.2,0.4472135946055307,2.2043291418569995
2018-04-06,0.7000000009999999,3.2,-1.9,0.4472135959471718,2.651542737804171
2018-04-07,0.6000000010000001,4.0,2.6,0.8062257748298548,3.457768512634026
2018-04-08,0.7000000009999999,4.6,4.5,0.6082762530298216,4.066044765663848
2018-04-09,0.7000000009999999,5.3,7.7,0.7000000000000002,4.766044765663848
2018-04-10,0.8,5.9,10.3,0.6082762528654235,5.374321018529272
2018-04-11,0.10000000099999999,7.1,4.5,1.389244398441109,6.763565416970381
2018-04-12,-0.19999999899999998,8.0,3.2,0.9486832980505141,7.712248715020895
2018-04-13,-0.3,8.4,2.6,0.412310562804302,8.124559277825197
2018-04-14,0.6000000010000001,9.3,7.4,1.2727922068428925,9.39735148466809
2018-04-15,1.0,9.9,9.5,0.7211102545380973,10.118461739206186
2018-04-16,-0.099999999,10.5,7.9,1.252996407736271,11.371458146942457
2018-04-17,-0.399999999,11.1,8.2,0.6708203932499366,12.042278540192394
2018-04-18,-0.3,12.3,7.6,1.2041594577961852,13.24643799798858
2018-04-19,-0.399999999,13.2,7.5,0.9055385137033087,14.151976511691888
2018-04-20,-0.399999999,14.2,7.2,1.0,15.151976511691888
2018-04-21,0.300000002,13.4,9.6,1.0630145819319687,16.21499109362386
2018-04-22,0.7000000009999999,13.5,10.7,0.41231056159162344,16.627301655215483
2018-04-23,0.400000001,14.2,10.0,0.7615773105863901,17.388878965801872
2018-04-24,0.5,14.8,10.3,0.6082762528654244,17.997155218667295
2018-04-25,0.10000000099999999,15.1,9.8,0.4999999991999993,18.497155217867295
2018-04-26,0.6000000010000001,15.7,9.1,0.7810249675906652,19.27818018545796
2018-04-27,0.7000000009999999,16.4,8.1,0.7071067811865468,19.985286966644505
2018-04-28,-0.6999999990000001,16.6,12.4,1.4142135623730954,21.3995005290176
2018-04-29,0.2,19.2,10.2,2.7513632981124085,24.15086382713001
2018-04-30,0.10000000099999999,16.9,10.9,2.302172886600831,26.453036713730842
2018-05-01,9.999999855958563e-10,17.35,11.65,0.46097722286464715,26.914013936595488
2018-05-02,-0.099999999,17.8,12.4,0.46097722286464365,27.37499115946013
2018-05-03,-0.19999999899999998,17.4,13.3,0.4123105625617681,27.787301722021898
2018-05-04,-0.5,16.9,16.3,0.5830951899990258,28.370396912020922
2018-05-05,-0.099999999,17.9,13.5,1.0770329617982914,29.447429873819214
2018-05-06,0.0,20.7,14.1,2.8017851451886893,32.249215019007906
2018-05-07,0.10000000099999999,18.6,12.7,2.102379604210427,34.35159462321833
2018-05-08,0.300000002,19.1,12.1,0.5385164810848411,34.89011110430317
2018-05-09,0.10000000099999999,18.8,12.5,0.36055512810109974,35.25066623240427
2018-05-10,1.600000001,19.1,13.8,1.5297058540778357,36.7803720864821
2018-05-11,0.400000001,19.4,12.6,1.2369316876852974,38.0173037741674
2018-05-12,1.200000001,21.9,13.2,2.6248809496813377,40.64218472384874
2018-05-13,0.10000000099999999,19.7,12.9,2.459674775249768,43.10185949909851
2018-05-14,-0.5,19.6,13.4,0.6082762540162154,43.71013575311473
2018-05-15,-1.3,18.4,13.5,1.4422205101855983,45.15235626330033
