¹Û²âÈÕÆÚ,¦¤X,¦¤Y,¦¤H
2018/4/1,3.7 ,-0.4 ,4.2 
2018/4/2,5.7 ,0.4 ,6.1 
2018/4/3,1.4 ,1.1 ,2.1 
2018/4/4,1.9 ,-4.4 ,4.3 
2018/4/5,0.4 ,-1.4 ,-0.8 
2018/4/6,0.9 ,3.6 ,1.4 
2018/4/7,1.6 ,2.4 ,-0.4 
2018/4/8,0.4 ,-4.3 ,0.6 
2018/4/9,0.2 ,0.4 ,3.3 
2018/4/10,0.4 ,-0.5 ,1.5 
2018/4/11,0.4 ,1.4 ,2.0 
2018/4/12,0.4 ,-1.7 ,1.4 
2018/4/13,1.2 ,1.2 ,0.3 
2018/4/14,1.6 ,1.1 ,-0.5 
2018/4/15,2.2 ,-7.5 ,-1.4 
2018/4/16,-1.6 ,-10.1 ,7.3 
2018/4/17,0.0 ,-4.1 ,11.2 
2018/4/18,1.6 ,1.9 ,7.8 
2018/4/19,1.6 ,1.9 ,2.8 
2018/4/20,1.7 ,2.0 ,1.6 
2018/4/21,1.8 ,-4.3 ,-1.5 
2018/4/22,1.9 ,-9.8 ,-3.6 
2018/4/23,2.1 ,-12.9 ,4.2 
2018/4/24,0.5 ,0.7 ,0.3 
2018/4/25,1.5 ,1.2 ,-1.7 
2018/4/26,1.3 ,0.3 ,-1.5 
2018/4/27,1.6 ,-2.0 ,-1.4 
2018/4/28,1.0 ,-2.9 ,0.8 
2018/4/29,0.9 ,-0.6 ,1.8 
2018/4/30,1.0 ,1.8 ,-1.2 
2018/5/2,1.0 ,1.8 ,-1.2 
2018/5/3,1.0 ,1.8 ,-1.2 
2018/5/4,1.0 ,1.8 ,-1.2 
2018/5/5,0.4 ,-7.0 ,-0.1 
2018/5/6,1.1 ,-2.9 ,3.3 
2018/5/7,1.0 ,-11.5 ,5.4 
2018/5/8,0.3 ,-2.2 ,3.7 
2018/5/9,-1.2 ,-0.5 ,0.9 
2018/5/10,0.6 ,-6.6 ,-0.9 
2018/5/11,0.7 ,-13.4 ,1.5 
2018/5/12,3.5 ,-10.3 ,0.8 
2018/5/13,-2.3 ,-8.4 ,2.6 
2018/5/14,-3.3 ,-3.8 ,3.5 
2018/5/15,-5.4 ,-7.0 ,3.9 
2018/5/16,-1.2 ,-9.4 ,5.6 
2018/5/17,-0.1 ,-12.2 ,4.2 
2018/5/18,-1.7 ,-16.2 ,3.1 
2018/5/19,-1.1 ,-4.2 ,3.0 
2018/5/20,-0.7 ,2.6 ,2.8 
2018/5/21,-1.2 ,-5.3 ,2.7 
2018/5/22,-3.2 ,1.3 ,-2.1 
2018/5/23,-5.4 ,2.4 ,-4.0 
2018/5/24,-3.4 ,-0.4 ,3.1 
2018/5/25,-0.5 ,-0.4 ,3.4 
2018/5/27,-1.9 ,2.2 ,1.5 
2018/5/28,-1.3 ,1.5 ,-1.1 
2018/5/29,-2.5 ,-2.1 ,2.6 
2018/5/30,-1.4 ,0.1 ,3.4 
2018/5/31,-0.3 ,-0.5 ,5.4 
2018/6/1,0.0 ,2.2 ,2.0 
2018/6/2,0.7 ,3.2 ,1.3 
2018/6/3,-4.5 ,2.5 ,2.5 
2018/6/4,-1.1 ,3.3 ,3.5 
2018/6/5,-2.0 ,3.3 ,4.6 
2018/6/6,-1.6 ,-0.7 ,2.4 
2018/6/7,-1.2 ,4.0 ,4.4 
2018/6/8,-1.8 ,2.4 ,3.0 
2018/6/9,-2.0 ,-5.2 ,3.9 
2018/6/10,-3.9 ,-4.6 ,3.2 
2018/6/11,-4.9 ,-8.1 ,3.3 
2018/6/12,-2.4 ,3.2 ,1.6 
2018/6/13,-1.7 ,6.4 ,1.0 
2018/6/14,-4.5 ,-3.3 ,1.6 
2018/6/15,-3.6 ,-1.2 ,2.0 
2018/6/16,-2.1 ,2.5 ,2.6 
2018/6/17,-3.0 ,1.0 ,-0.5 
2018/6/18,-2.5 ,2.0 ,3.0 
2018/6/19,-1.8 ,1.5 ,-1.2 
2018/6/20,-2.4 ,2.9 ,-1.8 
2018/6/21,-3.5 ,0.0 ,1.5 
2018/6/22,-2.5 ,-0.6 ,-1.2 
2018/6/23,-2.9 ,2.5 ,2.9 
2018/6/24,-4.6 ,-2.0 ,-2.0 
2018/6/25,-3.9 ,4.1 ,-2.7 
2018/6/26,-7.5 ,-0.8 ,2.0 
2018/6/27,-4.4 ,-4.4 ,2.1 
2018/6/28,-4.6 ,-4.7 ,-0.3 
2018/6/29,-5.9 ,-1.3 ,-1.0 
2018/6/30,-4.0 ,1.7 ,0.2 
2018/7/1,-3.1 ,2.3 ,-0.2 
2018/7/2,-5.0 ,-2.2 ,1.2 
2018/7/3,-2.0 ,0.5 ,-0.9 
2018/7/4,-2.1 ,16.2 ,6.0 
2018/7/5,-4.5 ,-4.4 ,-1.0 
2018/7/6,-3.0 ,2.3 ,-0.2 
2018/7/7,-4.2 ,-1.1 ,-0.7 
2018/7/8,-5.3 ,-1.6 ,-2.8 
2018/7/9,-4.1 ,-1.5 ,0.7 
2018/7/10,-3.7 ,5.2 ,-0.9 
2018/7/11,-4.8 ,-0.8 ,1.5 
2018/7/12,-3.5 ,7.1 ,-0.6 
2018/7/13,-5.3 ,-0.9 ,0.0 
2018/7/14,-6.1 ,-5.1 ,-0.9 
2018/7/15,-3.9 ,0.1 ,-1.5 
2018/7/16,-4.4 ,0.6 ,-0.1 
2018/7/17,-4.8 ,6.2 ,0.3 
2018/7/18,-5.8 ,-1.3 ,0.7 
2018/7/19,-3.7 ,9.3 ,5.3 
2018/7/20,-4.6 ,2.4 ,0.2 
2018/7/21,-3.6 ,0.0 ,3.5 
2018/7/22,-1.6 ,1.2 ,4.9 
2018/7/23,-5.4 ,0.3 ,-2.1 
