¹Û²âÈÕÆÚ,¦¤X,¦¤Y,¦¤H
2018/4/1,3.8,6.5,8.8
2018/4/2,6.600000001,13,17.1
2018/4/3,5.200000001,24.5,18.8
2018/4/4,4.4,20.6,23.5
2018/4/5,4.200000001,28.8,23.6
2018/4/6,3.900000002,33,28.4
2018/4/7,4.1,34.1,32.9
2018/4/8,3.500000001,36,39.9
2018/4/9,6.2,49.2,44.3
2018/4/10,7.000000001,55.4,47.9
2018/4/11,8.800000001,65.1,51.9
2018/4/12,8.2,63.9,57.2
2018/4/13,6.4,63.8,61
2018/4/14,5.200000001,63.1,65.6
2018/4/15,3.700000001,62.7,69.8
2018/4/16,2.3,76.4,81.3
2018/4/17,5.000000001,88,89.2
2018/4/18,7.7,100.8,86.9
2018/4/19,6.7,99.3,88.3
2018/4/20,5.6,98.3,89.7
2018/4/21,4.6,97,91.1
2018/4/22,3.6,95.8,92.5
2018/4/23,3.900000002,101.1,101.3
2018/4/24,6.300000001,114.5,100.9
2018/4/25,6.500000001,116.1,101.7
2018/4/26,7.7,114.4333333,103.7
2018/4/27,7.100000001,117.7,105.6
2018/4/28,6.4,121.1,109.2
2018/4/29,5.9,125.5,111.5
2018/4/30,7.800000001,131.4,115.4
2018/5/2,8.2,143.2,123.3
2018/5/3,7.7,140.5,126.7
2018/5/4,7.7,144.1,131.3
2018/5/5,9.5,153.6,133.1
2018/5/6,9.400000001,155.2,139.7
2018/5/7,8.600000001,150.8,145.2
2018/5/8,7.500000002,157.7,144.4
2018/5/9,7.900000001,165.9,148.2
2018/5/10,9.2,166.2,149.5
2018/5/11,8.2,165.6,153.5
2018/5/12,8.900000001,171.3,159.1
2018/5/13,8.600000001,174.4,167.6
2018/5/14,10.4,180.2,174.5
2018/5/15,9,190.5,176.7
2018/5/16,13.2,193.2,183.8
2018/5/17,14.6,199.7,187.4
2018/5/18,14.7,198.5,191.3
2018/5/19,17,211.2,197.7
2018/5/20,19.2,224.9,203.7
2018/5/21,18.4,223.6,208.2
2018/5/22,19,236.6,213.1
2018/5/23,17.2,242.9,216.2
2018/5/24,21,247.1,226.4
2018/5/25,21.1,243.5,232.9
2018/5/27,24.4,264.9,242.4
2018/5/28,25,268,242
2018/5/29,23.5,268.4,251.3
2018/5/30,27.1,281.3,259.1
2018/5/31,28,286.9,266.4
2018/6/1,30.6,296.1,274
2018/6/2,32.4,303.5,281.5
2018/6/3,30.2,309.3,287.6
2018/6/4,35.5,319.7,296.1
2018/6/5,37.1,327.8,303.4
2018/6/6,37.6,330.9,315.7
2018/6/7,42,350,322.6
2018/6/8,40.6,349.9,330.9
2018/6/9,41.1,351.9,336.6
2018/6/10,42.6,362.5,345.7
2018/6/11,43.6,368.8,353.1
2018/6/12,46.6,382.1,360.2
2018/6/13,48.3,390.1,366.2
2018/6/14,49.4,401.8,382.5
2018/6/15,53.1,417.4,398.2
2018/6/16,59.1,442,424.3
2018/6/17,63.2,466.3,453
2018/6/18,70.5,494.2,480.7
2018/6/19,78.3,527,509.9
2018/6/20,83.3,554.9,536.9
2018/6/21,89.6,586,572.6
2018/6/22,96.2,615.8,598.5
2018/6/23,99.9,640.8,628.6
2018/6/24,105,671.7,654.6
2018/6/25,111.2,703.5,681.3
2018/6/26,112.4,726.2,709.7
2018/6/27,119.3,747.3,730.9
2018/6/28,125.1,777.4,758.8
2018/6/29,127,794.4,780.7
2018/6/30,134.8,825.6,807.8
2018/7/1,139.2,849.3,830.4
2018/7/2,143.5,875.4,854.6
2018/7/3,147,887.3,870.7
2018/7/4,150.1,913.5,893.5
2018/7/5,156.7,941.2,913.5
2018/7/6,161.3,962.9,936
2018/7/7,164,981.5,957.7
2018/7/8,165.9,1000.9,979.5
2018/7/9,170.8,1023.7,1003.5
2018/7/10,176.3,1051.4,1025.7
2018/7/11,179.8,1071.6,1045.3
2018/7/12,182.3,1089,1063.2
2018/7/13,185.1,1108.9,1085
2018/7/14,188.2,1127.6,1105.8
2018/7/15,195.2,1155.2,1128
2018/7/16,198.1,1174.5,1143.7
2018/7/17,200.6,1193.1,1164.4
2018/7/18,203.4,1209,1182.7
2018/7/19,207.9,1228.9,1202.8
2018/7/20,213,1253.4,1219.1
2018/7/21,217.3,1273.6,1240.8
2018/7/22,218.2,1284,1254.1
2018/7/23,220,1299.9,1265.2
2018/7/24,220.8,1307.9,1283.9
2018/7/25,223.8,1326.5,1303.9
2018/7/26,227.6,1345.6,1317.1
2018/7/27,231.6,1359,1332.6
2018/7/28,234.2,1378.3,1348.5
2018/7/29,236.8,1391.4,1362.3
2018/7/30,238.2,1403.1,1381.9
2018/7/31,241.4,1418,1390.6
2018/8/1,244.3,1435.2,1402.8
2018/8/2,247.6,1449.1,1418.1
2018/8/3,250.3,1463.8,1428.3
2018/8/4,250.4,1467.2,1444.2
2018/8/5,254.3,1480.9,1459.7
2018/8/6,260.1,1501,1472.8
