¹Û²âÈÕÆÚ,¦¤X,¦¤Y,¦¤H
2018/4/1,4.1 ,0.6 ,6.1 
2018/4/2,5.2 ,1.3 ,8.8 
2018/4/3,3.7 ,9.1 ,5.7 
2018/4/4,2.1 ,-2.6 ,3.8 
2018/4/5,0.9 ,0.0 ,-0.4 
2018/4/6,0.1 ,-0.9 ,0.2 
2018/4/7,0.5 ,-2.8 ,-0.2 
2018/4/8,0.5 ,-1.4 ,4.7 
2018/4/9,0.7 ,1.1 ,3.4 
2018/4/10,2.0 ,6.7 ,4.1 
2018/4/11,2.8 ,10.7 ,3.8 
2018/4/12,1.8 ,2.8 ,5.5 
2018/4/13,0.0 ,-2.7 ,3.0 
2018/4/14,-1.4 ,-1.0 ,2.6 
2018/4/15,-3.0 ,-2.9 ,1.2 
2018/4/16,-1.4 ,-7.8 ,8.7 
2018/4/17,1.0 ,-1.8 ,11.8 
2018/4/18,2.7 ,4.2 ,8.2 
2018/4/19,2.3 ,1.9 ,6.0 
2018/4/20,1.9 ,1.5 ,3.8 
2018/4/21,1.5 ,0.1 ,1.6 
2018/4/22,1.1 ,-7.8 ,-0.6 
2018/4/23,-1.4 ,-12.4 ,4.4 
2018/4/24,0.6 ,-0.8 ,1.2 
2018/4/25,1.3 ,-0.8 ,-1.0 
2018/4/26,2.7 ,1.1 ,-0.2 
2018/4/27,1.7 ,-2.7 ,1.8 
2018/4/28,0.1 ,-6.5 ,3.3 
2018/4/29,0.1 ,-5.4 ,4.8 
2018/4/30,1.4 ,0.9 ,0.5 
2018/5/2,2.0 ,4.0 ,0.0 
2018/5/3,1.2 ,-5.3 ,1.3 
2018/5/4,1.2 ,-2.9 ,1.9 
2018/5/5,2.4 ,1.4 ,-0.6 
2018/5/6,-0.1 ,-8.5 ,6.8 
2018/5/7,1.2 ,-8.4 ,6.5 
2018/5/8,-1.0 ,-6.3 ,0.7 
2018/5/9,-1.0 ,0.0 ,3.9 
2018/5/10,-1.7 ,-4.8 ,2.9 
2018/5/11,-1.7 ,-10.5 ,1.8 
2018/5/12,-0.8 ,-9.2 ,2.2 
2018/5/13,-1.8 ,-6.6 ,4.5 
2018/5/14,-2.1 ,-4.9 ,5.8 
2018/5/15,-4.6 ,-3.5 ,3.8 
2018/5/16,-2.1 ,-11.1 ,8.4 
2018/5/17,-2.1 ,-14.2 ,5.1 
2018/5/18,-1.1 ,-12.6 ,2.5 
2018/5/19,-2.8 ,-9.0 ,3.5 
2018/5/20,-0.8 ,-2.1 ,4.2 
2018/5/21,-0.9 ,-5.1 ,3.3 
2018/5/22,-3.1 ,-0.9 ,-0.3 
