¹Û²âÈÕÆÚ,¦¤X,¦¤Y,¦¤H
2018/4/1,3.1 ,6.9 ,7.4 
2018/4/2,4.6 ,14.1 ,13.3 
2018/4/3,3.4 ,21.9 ,16.5 
2018/4/4,0.9 ,23.2 ,18.5 
2018/4/5,3.2 ,34.6 ,21.2 
2018/4/6,2.8 ,40.5 ,25.5 
2018/4/7,0.7 ,42.3 ,28.1 
2018/4/8,0.4 ,46.6 ,34.8 
2018/4/9,4.8 ,58.8 ,38.3 
2018/4/10,5.3 ,64.7 ,41.5 
2018/4/11,7.8 ,73.7 ,44.9 
2018/4/12,6.7 ,77.2 ,48.7 
2018/4/13,4.2 ,78.1 ,50.7 
2018/4/14,2.4 ,80.3 ,53.6 
2018/4/15,0.3 ,81.8 ,56.1 
2018/4/16,2.5 ,90.8 ,63.7 
2018/4/17,6.1 ,100.9 ,68.8 
2018/4/18,8.9 ,111.0 ,72.7 
2018/4/19,6.8 ,109.3 ,70.4 
2018/4/20,4.7 ,110.8 ,72.3 
2018/4/21,2.6 ,110.7 ,72.1 
2018/4/22,0.5 ,111.4 ,73.0 
2018/4/23,3.3 ,120.0 ,80.1 
2018/4/24,2.8 ,124.7 ,79.5 
2018/4/25,5.2 ,131.2 ,81.3 
2018/4/26,6.1 ,128.6 ,83.2 
2018/4/27,5.9 ,133.0 ,86.1 
2018/4/28,4.8 ,139.1 ,90.2 
2018/4/29,5.4 ,143.4 ,93.2 
2018/4/30,6.1 ,149.0 ,92.3 
2018/5/2,9.0 ,161.4 ,97.1 
2018/5/3,7.9 ,161.6 ,100.5 
2018/5/4,9.1 ,167.4 ,105.5 
2018/5/5,7.6 ,169.8 ,104.1 
2018/5/6,8.0 ,173.2 ,108.5 
2018/5/7,6.9 ,173.3 ,112.7 
2018/5/8,5.0 ,178.8 ,112.0 
2018/5/9,6.5 ,186.3 ,114.6 
2018/5/10,6.4 ,187.7 ,115.4 
2018/5/11,4.2 ,187.9 ,118.7 
2018/5/12,4.1 ,192.3 ,121.0 
2018/5/13,6.0 ,198.8 ,127.5 
2018/5/14,4.0 ,204.8 ,131.3 
2018/5/15,3.5 ,208.6 ,133.1 
2018/5/16,7.1 ,212.7 ,140.7 
2018/5/17,8.7 ,216.6 ,139.9 
2018/5/18,5.8 ,221.0 ,140.2 
2018/5/19,7.4 ,229.1 ,145.0 
2018/5/20,10.6 ,241.3 ,149.5 
2018/5/21,7.3 ,241.2 ,153.3 
2018/5/22,4.9 ,249.0 ,154.4 
2018/5/23,2.9 ,251.8 ,158.8 
2018/5/24,9.6 ,264.4 ,163.7 
2018/5/25,7.2 ,264.5 ,168.1 
2018/5/27,12.2 ,282.3 ,173.9 
2018/5/28,11.2 ,285.9 ,174.5 
2018/5/29,7.1 ,286.5 ,182.0 
