¹Û²âÈÕÆÚ,¦¤X,¦¤Y,¦¤H
2018/4/1,3.6 ,4.9 ,7.3 
2018/4/2,7.0 ,10.2 ,13.1 
2018/4/3,5.3 ,14.8 ,15.0 
2018/4/4,5.7 ,12.8 ,16.7 
2018/4/5,7.7 ,21.9 ,16.8 
2018/4/6,8.6 ,25.7 ,20.1 
2018/4/7,8.9 ,25.5 ,23.6 
2018/4/8,8.7 ,26.4 ,29.0 
2018/4/9,12.0 ,36.6 ,31.5 
2018/4/10,13.8 ,42.0 ,34.0 
2018/4/11,16.4 ,49.8 ,36.5 
2018/4/12,15.0 ,43.7 ,41.1 
2018/4/13,15.0 ,45.5 ,43.3 
2018/4/14,14.3 ,43.3 ,46.7 
2018/4/15,14.0 ,43.1 ,49.5 
2018/4/16,15.7 ,48.8 ,57.4 
2018/4/17,19.3 ,56.3 ,62.8 
2018/4/18,21.8 ,64.7 ,62.3 
2018/4/19,22.3 ,65.9 ,62.2 
2018/4/20,22.7 ,67.9 ,62.0 
2018/4/21,23.2 ,69.5 ,61.9 
2018/4/22,23.7 ,71.3 ,61.8 
2018/4/23,21.8 ,68.6 ,67.5 
2018/4/24,23.6 ,75.1 ,68.3 
2018/4/25,25.7 ,80.7 ,69.1 
2018/4/26,27.4 ,80.3 ,70.9 
2018/4/27,26.6 ,81.3 ,72.7 
2018/4/28,25.8 ,81.9 ,75.5 
2018/4/29,26.5 ,84.4 ,77.5 
2018/4/30,28.6 ,91.6 ,78.8 
2018/5/2,30.0 ,94.0 ,85.1 
2018/5/3,31.6 ,96.5 ,87.5 
2018/5/4,33.5 ,99.7 ,93.0 
2018/5/5,33.3 ,103.7 ,92.1 
2018/5/6,33.2 ,104.2 ,97.0 
2018/5/7,33.2 ,102.5 ,100.0 
2018/5/8,32.0 ,105.7 ,100.0 
2018/5/9,33.3 ,112.5 ,103.4 
2018/5/10,33.4 ,111.8 ,104.9 
2018/5/11,34.4 ,111.8 ,106.6 
2018/5/12,34.8 ,113.3 ,108.1 
2018/5/13,35.5 ,118.7 ,116.6 
2018/5/14,35.6 ,121.6 ,122.4 
2018/5/15,36.7 ,127.2 ,123.2 
2018/5/16,39.7 ,128.4 ,129.3 
2018/5/17,41.8 ,131.8 ,130.3 
2018/5/18,42.4 ,132.6 ,131.9 
2018/5/19,42.7 ,140.7 ,136.3 
2018/5/20,47.1 ,150.3 ,139.8 
2018/5/21,46.7 ,148.1 ,143.2 
2018/5/22,46.9 ,153.8 ,145.9 
2018/5/23,45.6 ,157.6 ,148.3 
2018/5/24,50.4 ,163.6 ,155.9 
2018/5/25,51.2 ,162.1 ,159.1 
2018/5/27,56.3 ,177.8 ,165.2 
2018/5/28,56.6 ,176.9 ,165.1 
2018/5/29,57.0 ,180.6 ,171.5 
2018/5/30,59.5 ,187.0 ,177.0 
2018/5/31,60.8 ,191.2 ,182.1 
2018/6/1,63.1 ,195.8 ,188.1 
2018/6/2,64.9 ,200.2 ,193.7 
2018/6/3,64.0 ,205.1 ,196.9 
2018/6/4,68.3 ,211.0 ,201.9 
2018/6/5,70.0 ,216.4 ,206.0 
2018/6/6,70.8 ,217.5 ,216.0 
2018/6/7,74.4 ,229.6 ,219.6 
2018/6/8,74.9 ,231.5 ,225.9 
2018/6/9,75.9 ,232.4 ,229.8 
2018/6/10,77.2 ,239.2 ,236.3 
2018/6/11,78.4 ,243.0 ,241.5 
2018/6/12,81.0 ,250.9 ,245.0 
2018/6/13,82.6 ,255.7 ,248.6 
2018/6/14,84.3 ,265.5 ,260.2 
2018/6/15,87.9 ,274.6 ,271.6 
2018/6/16,93.8 ,290.0 ,289.4 
2018/6/17,98.2 ,304.6 ,309.0 
2018/6/18,104.9 ,321.2 ,327.9 
2018/6/19,113.4 ,342.5 ,345.7 
2018/6/20,120.0 ,360.7 ,362.8 
2018/6/21,126.9 ,380.1 ,382.5 
2018/6/22,133.7 ,399.5 ,402.3 
2018/6/23,139.3 ,416.8 ,422.2 
2018/6/24,145.5 ,436.1 ,437.8 
2018/6/25,151.9 ,455.9 ,456.1 
2018/6/26,156.5 ,472.9 ,475.2 
2018/6/27,161.7 ,481.8 ,487.9 
2018/6/28,169.5 ,504.4 ,507.2 
2018/6/29,172.7 ,515.6 ,519.3 
2018/6/30,180.3 ,534.2 ,537.3 
2018/7/1,185.0 ,549.4 ,551.0 
2018/7/2,190.7 ,567.4 ,568.0 
2018/7/3,195.0 ,576.1 ,576.9 
2018/7/4,200.4 ,593.5 ,590.9 
2018/7/5,205.7 ,611.0 ,604.9 
2018/7/6,210.7 ,624.6 ,620.4 
2018/7/7,213.7 ,635.3 ,634.9 
2018/7/8,219.5 ,655.4 ,647.2 
2018/7/9,224.8 ,668.9 ,664.8 
2018/7/10,229.0 ,683.3 ,677.7 
2018/7/11,234.1 ,698.3 ,691.4 
2018/7/12,236.8 ,706.7 ,702.2 
2018/7/13,240.8 ,714.7 ,712.2 
2018/7/14,245.0 ,733.1 ,729.8 
2018/7/15,251.3 ,748.8 ,743.5 
2018/7/16,255.6 ,761.4 ,756.6 
2018/7/17,258.3 ,772.0 ,766.7 
2018/7/18,263.4 ,787.2 ,777.5 
2018/7/19,268.3 ,799.9 ,790.6 
2018/7/20,272.6 ,812.4 ,803.0 
2018/7/21,278.6 ,826.7 ,815.9 
2018/7/22,279.8 ,832.9 ,821.3 
2018/7/23,282.6 ,844.3 ,832.3 
2018/7/24,286.2 ,846.7 ,839.8 
2018/7/25,289.1 ,862.3 ,855.4 
2018/7/26,292.0 ,873.4 ,864.8 
2018/7/27,296.6 ,882.9 ,875.6 
2018/7/28,299.0 ,894.0 ,885.5 
2018/7/29,301.8 ,902.0 ,894.5 
2018/7/30,305.0 ,913.5 ,907.2 
2018/7/31,308.2 ,921.7 ,913.5 
2018/8/1,312.7 ,936.9 ,919.7 
2018/8/2,314.1 ,940.5 ,932.3 
2018/8/3,317.6 ,951.5 ,936.9 
2018/8/4,317.4 ,950.6 ,947.4 
2018/8/5,321.6 ,960.7 ,958.4 
2018/8/6,327.0 ,973.2 ,965.5 
2018/8/7,329.2 ,987.1 ,971.1 
2018/8/8,330.9 ,989.2 ,981.7 
2018/8/9,334.1 ,1002.7 ,987.7 
2018/8/10,336.5 ,1006.6 ,997.1 
2018/8/11,339.9 ,1018.6 ,1002.7 
2018/8/12,341.9 ,1028.0 ,1008.0 
2018/8/13,344.6 ,1036.8 ,1016.1 
2018/8/14,345.3 ,1041.7 ,1023.1 
2018/8/15,346.4 ,1041.2 ,1031.8 
2018/8/16,350.3 ,1055.3 ,1041.1 
2018/8/17,355.1 ,1067.4 ,1047.0 
2018/8/18,355.6 ,1071.9 ,1055.2 
2018/8/19,359.8 ,1083.7 ,1061.3 
2018/8/20,358.9 ,1086.5 ,1067.7 
2018/8/21,364.4 ,1100.8 ,1073.0 
2018/8/22,367.4 ,1103.8 ,1082.2 
2018/8/23,368.6 ,1110.4 ,1087.9 
2018/8/24,370.9 ,1117.9 ,1102.0 
2018/8/25,373.5 ,1128.8 ,1101.5 
2018/8/26,375.7 ,1134.9 ,1107.7 
2018/8/27,375.4 ,1135.0 ,1117.5 
2018/8/28,381.8 ,1149.8 ,1123.7 
2018/8/29,380.1 ,1147.4 ,1130.6 
2018/8/30,385.0 ,1164.1 ,1133.3 
2018/8/31,385.5 ,1164.8 ,1142.6 
2018/9/1,386.8 ,1178.8 ,1148.9 
2018/9/2,392.2 ,1184.4 ,1150.8 
2018/9/3,393.2 ,1188.5 ,1158.4 
2018/9/4,396.7 ,1197.0 ,1163.9 
2018/9/5,396.9 ,1201.8 ,1172.1 
2018/9/6,399.9 ,1208.7 ,1176.3 
2018/9/7,402.8 ,1217.9 ,1184.4 
2018/9/8,404.2 ,1222.1 ,1188.2 
2018/9/9,406.4 ,1227.1 ,1192.8 
2018/9/10,408.8 ,1232.8 ,1199.5 
2018/9/11,410.2 ,1236.8 ,1205.5 
2018/9/12,414.7 ,1249.2 ,1212.2 
2018/9/13,414.6 ,1249.5 ,1217.9 
2018/9/14,418.8 ,1255.4 ,1222.8 
2018/9/15,421.1 ,1263.3 ,1229.2 
2018/9/16,423.1 ,1269.9 ,1234.7 
2018/9/17,425.3 ,1277.1 ,1240.7 
2018/9/18,424.0 ,1272.8 ,1250.8 
2018/9/19,428.8 ,1288.3 ,1254.2 
2018/9/20,430.0 ,1293.4 ,1258.4 
2018/9/21,432.6 ,1299.4 ,1263.2 
2018/9/22,433.2 ,1301.2 ,1269.4 
2018/9/23,434.8 ,1305.1 ,1274.9 
2018/9/24,437.8 ,1317.0 ,1280.3 
2018/9/25,437.8 ,1316.7 ,1287.8 
2018/9/26,440.9 ,1326.6 ,1288.9 
2018/9/27,441.7 ,1330.8 ,1292.5 
2018/9/28,443.3 ,1333.3 ,1300.6 
2018/9/29,446.4 ,1343.0 ,1303.0 
2018/9/30,446.3 ,1344.0 ,1311.4 
2018/10/1,448.0 ,1352.1 ,1313.4 
2018/10/2,449.6 ,1355.8 ,1318.5 
2018/10/3,451.4 ,1358.2 ,1324.5 
2018/10/4,453.9 ,1364.3 ,1328.1 
2018/10/5,454.3 ,1371.0 ,1332.1 
2018/10/6,457.0 ,1378.3 ,1338.0 
2018/10/7,458.3 ,1381.8 ,1344.8 
2018/10/8,458.1 ,1386.5 ,1348.7 
2018/10/9,458.9 ,1389.3 ,1351.2 
2018/10/10,462.1 ,1395.2 ,1353.4 
2018/10/11,462.7 ,1395.8 ,1366.8 
