¹Û²âÈÕÆÚ,¦¤X,¦¤Y,¦¤H
2018/4/1,2.8 ,5.3 ,8.0 
2018/4/2,4.8 ,10.1 ,14.8 
2018/4/3,1.4 ,16.2 ,18.3 
2018/4/4,0.7 ,18.7 ,23.6 
2018/4/5,0.3 ,25.2 ,24.7 
2018/4/6,-1.4 ,28.9 ,30.4 
2018/4/7,-4.8 ,29.1 ,34.3 
2018/4/8,-4.7 ,33.2 ,42.1 
2018/4/9,-0.2 ,43.0 ,45.8 
2018/4/10,-0.4 ,46.7 ,50.5 
2018/4/11,1.8 ,53.4 ,54.7 
2018/4/12,1.8 ,57.4 ,58.7 
2018/4/13,-0.7 ,58.2 ,62.0 
2018/4/14,-1.9 ,60.6 ,65.7 
2018/4/15,-3.7 ,62.2 ,69.2 
2018/4/16,-6.6 ,61.3 ,79.1 
2018/4/17,-1.6 ,71.3 ,85.8 
2018/4/18,3.1 ,81.3 ,87.5 
2018/4/19,1.7 ,83.3 ,84.7 
2018/4/20,0.2 ,83.1 ,87.8 
2018/4/21,-1.2 ,84.0 ,88.0 
2018/4/22,-2.6 ,84.3 ,89.7 
2018/4/23,-3.4 ,88.2 ,98.5 
2018/4/24,-2.2 ,94.0 ,97.9 
2018/4/25,-2.9 ,95.6 ,100.6 
2018/4/26,-2.6 ,93.5 ,103.5 
2018/4/27,-3.3 ,97.7 ,105.4 
2018/4/28,-4.1 ,101.9 ,109.3 
2018/4/29,-4.7 ,105.4 ,111.8 
2018/4/30,-4.2 ,107.7 ,114.4 
2018/5/2,-2.3 ,116.0 ,119.3 
2018/5/3,-1.3 ,117.8 ,124.1 
2018/5/4,0.6 ,122.1 ,127.2 
2018/5/5,-1.5 ,124.3 ,127.6 
2018/5/6,-0.3 ,127.3 ,134.0 
2018/5/7,-1.6 ,127.0 ,137.4 
2018/5/8,-4.8 ,129.9 ,139.2 
2018/5/9,-2.5 ,136.6 ,142.2 
2018/5/10,-0.1 ,136.1 ,144.2 
2018/5/11,-6.2 ,136.5 ,146.4 
2018/5/12,-6.2 ,139.4 ,149.4 
2018/5/13,-4.3 ,144.0 ,156.7 
2018/5/14,-1.6 ,147.3 ,162.1 
2018/5/15,-7.0 ,151.8 ,162.7 
2018/5/16,-5.0 ,152.6 ,169.9 
2018/5/17,-6.7 ,155.2 ,172.4 
2018/5/18,-8.5 ,156.5 ,173.6 
2018/5/19,-8.8 ,165.8 ,178.1 
2018/5/20,-3.8 ,172.7 ,181.4 
2018/5/21,-8.2 ,171.4 ,186.1 
2018/5/22,-7.5 ,181.9 ,189.4 
2018/5/23,-6.6 ,184.2 ,192.1 
2018/5/24,-6.0 ,190.3 ,199.4 
2018/5/25,-9.9 ,188.7 ,205.0 
2018/5/27,-4.9 ,203.3 ,211.7 
2018/5/28,-6.7 ,205.1 ,213.6 
2018/5/29,-9.8 ,206.7 ,221.1 
2018/5/30,-7.8 ,212.8 ,226.8 
2018/5/31,-8.2 ,216.2 ,230.5 
2018/6/1,-6.2 ,224.7 ,238.1 
2018/6/2,-5.4 ,230.6 ,243.8 
2018/6/3,-8.1 ,236.1 ,247.8 
2018/6/4,-11.5 ,235.0 ,253.0 
2018/6/5,-14.5 ,237.2 ,257.6 
2018/6/6,-9.6 ,248.7 ,269.0 
2018/6/7,-5.1 ,261.5 ,273.1 
2018/6/8,-7.8 ,264.2 ,280.3 
2018/6/9,-10.0 ,265.6 ,288.0 
2018/6/10,-10.3 ,271.8 ,295.6 
2018/6/11,-11.5 ,275.6 ,303.3 
2018/6/12,-9.5 ,287.7 ,303.6 
2018/6/13,-9.3 ,294.2 ,306.9 
2018/6/14,-11.3 ,301.2 ,318.3 
2018/6/15,-11.1 ,310.0 ,328.2 
2018/6/16,-10.5 ,324.9 ,344.7 
2018/6/17,-11.8 ,342.3 ,364.6 
2018/6/18,-12.0 ,360.1 ,384.3 
2018/6/19,-12.0 ,381.7 ,404.3 
2018/6/20,-11.4 ,401.4 ,424.3 
2018/6/21,-14.0 ,421.1 ,448.7 
2018/6/22,-13.6 ,440.8 ,468.7 
2018/6/23,-15.4 ,461.3 ,490.3 
2018/6/24,-22.0 ,474.6 ,510.0 
2018/6/25,-19.4 ,497.4 ,530.4 
