¹Û²âÈÕÆÚ,¦¤X,¦¤Y,¦¤H
2018/4/1,9.1 ,4.2 ,3.1 
2018/4/2,13.3 ,0.8 ,3.4 
2018/4/3,9.6 ,7.9 ,2.2 
2018/4/4,7.6 ,4.0 ,1.8 
2018/4/5,6.7 ,5.8 ,-1.3 
2018/4/6,1.8 ,1.2 ,0.1 
2018/4/7,-0.3 ,-1.3 ,-0.3 
2018/4/8,4.1 ,3.0 ,2.2 
2018/4/9,6.7 ,6.4 ,1.2 
2018/4/10,7.0 ,6.7 ,1.9 
2018/4/11,8.5 ,8.5 ,1.8 
2018/4/12,0.4 ,-1.9 ,2.1 
2018/4/13,0.4 ,-1.2 ,1.6 
2018/4/14,-3.6 ,-6.1 ,1.5 
2018/4/15,-5.6 ,-8.2 ,1.2 
2018/4/16,-7.8 ,-10.5 ,6.4 
2018/4/17,-4.6 ,-6.0 ,8.9 
2018/4/18,-1.1 ,-1.5 ,7.5 
2018/4/19,-1.1 ,-1.9 ,5.5 
2018/4/20,-1.2 ,-2.5 ,1.6 
2018/4/21,-1.2 ,-3.0 ,-1.3 
2018/4/22,-1.2 ,-3.6 ,-4.7 
2018/4/23,-0.5 ,-2.3 ,0.1 
2018/4/24,-6.1 ,-7.2 ,0.4 
2018/4/25,2.1 ,1.0 ,-0.3 
2018/4/26,-1.3 ,4.4 ,0.0 
2018/4/27,-4.7 ,-3.9 ,0.2 
2018/4/28,-7.0 ,-9.2 ,0.7 
2018/4/29,-3.5 ,-5.3 ,0.5 
2018/4/30,0.5 ,0.0 ,-0.2 
2018/5/2,3.9 ,6.0 ,-0.6 
2018/5/3,-1.6 ,-2.9 ,-0.1 
2018/5/4,-0.2 ,-1.3 ,1.0 
2018/5/5,4.5 ,5.2 ,-1.4 
2018/5/6,-6.6 ,-8.5 ,1.3 
2018/5/7,3.4 ,-0.5 ,4.7 
2018/5/8,-1.6 ,-0.3 ,1.5 
2018/5/9,2.4 ,5.9 ,1.0 
2018/5/10,2.0 ,2.4 ,-0.5 
2018/5/11,-1.8 ,-1.3 ,1.0 
2018/5/12,-1.6 ,-2.5 ,0.9 
2018/5/13,-2.0 ,-2.0 ,4.0 
2018/5/14,-0.9 ,-2.7 ,4.2 
2018/5/15,-6.7 ,-2.6 ,3.6 
2018/5/16,0.3 ,-2.8 ,10.0 
2018/5/17,0.9 ,-2.9 ,5.3 
2018/5/18,-3.5 ,-5.7 ,1.6 
2018/5/19,-4.2 ,-5.3 ,2.5 
2018/5/20,-6.7 ,-6.0 ,1.7 
2018/5/21,-7.4 ,-8.5 ,2.5 
2018/5/22,-11.3 ,-6.7 ,0.5 
2018/5/23,-11.1 ,-5.0 ,-0.6 
2018/5/24,-5.8 ,-1.5 ,2.0 
2018/5/25,-6.0 ,-4.3 ,3.4 
2018/5/27,5.0 ,10.7 ,0.7 
2018/5/28,-2.6 ,1.6 ,-2.8 
2018/5/29,1.1 ,6.1 ,1.2 
2018/5/30,-1.8 ,2.1 ,2.1 
2018/5/31,-1.0 ,2.3 ,4.2 
2018/6/1,0.0 ,2.3 ,2.4 
2018/6/2,0.9 ,2.4 ,2.6 
2018/6/3,-6.3 ,0.4 ,1.9 
2018/6/4,-0.2 ,3.4 ,1.4 
2018/6/5,-0.7 ,3.9 ,0.8 
2018/6/6,-3.4 ,-1.0 ,3.1 
2018/6/7,-8.0 ,-5.0 ,2.2 
2018/6/8,-9.4 ,-5.7 ,2.8 
2018/6/9,-9.7 ,-9.0 ,4.8 
2018/6/10,0.7 ,3.7 ,4.2 
2018/6/11,5.8 ,8.4 ,4.9 
2018/6/12,-7.6 ,-2.3 ,0.7 
2018/6/13,-11.0 ,-4.8 ,-0.7 
2018/6/14,-4.2 ,2.1 ,1.7 
2018/6/15,-2.8 ,3.2 ,1.9 
2018/6/16,-0.6 ,4.9 ,2.0 
2018/6/17,-5.1 ,0.9 ,1.4 
2018/6/18,-2.1 ,3.7 ,1.2 
2018/6/19,-0.3 ,5.5 ,0.4 
2018/6/20,1.4 ,7.3 ,-0.2 
